dataset_protocol,seed,beta,method,endpoint,normalized_auc,start_value,end_value
CICIDS2017_COVERAGE_R1,9001,0.8,CB-Score,validation_PR_AUC,0.03244615270703719,0.027207085397536464,0.03904796357425408
CICIDS2017_COVERAGE_R1,9001,0.8,CB-Score,validation_FPR,0.07544389429130247,0.10575293556755692,0.08532220841873997
CICIDS2017_COVERAGE_R1,9001,0.8,Historical-DoubleCost,validation_F1,0.0006609056304481426,0.000568904114617023,0.0012449172664444025
CICIDS2017_COVERAGE_R1,9001,0.8,Historical-DoubleCost,validation_PR_AUC,0.03244615270703719,0.027207085397536464,0.03904796357425408
CICIDS2017_COVERAGE_R1,9001,0.8,Historical-DoubleCost,validation_FPR,0.07544389429130247,0.10575293556755692,0.08532220841873997
CICIDS2017_COVERAGE_R1,9001,0.8,Oort-Style-Adapted,validation_F1,0.00825047789086416,0.0008979681083641951,0.0013245033112582
CICIDS2017_COVERAGE_R1,9001,0.8,Oort-Style-Adapted,validation_PR_AUC,0.03330887570149079,0.026322671306970923,0.0299098823652767
CICIDS2017_COVERAGE_R1,9001,0.8,Oort-Style-Adapted,validation_FPR,0.0835177450433923,0.1386148946259924,0.0072880627264724
CICIDS2017_COVERAGE_R1,9001,0.8,Oracle-Score-Exact,validation_F1,0.0006609056304481426,0.000568904114617023,0.0012449172664444025
CICIDS2017_COVERAGE_R1,9001,0.8,Oracle-Score-Exact,validation_PR_AUC,0.03244615270703719,0.027207085397536464,0.03904796357425408
CICIDS2017_COVERAGE_R1,9001,0.8,Oracle-Score-Exact,validation_FPR,0.07544389429130247,0.10575293556755692,0.08532220841873997
CICIDS2017_COVERAGE_R1,9001,1.0,Full-Contextual,validation_F1,0.00044540398081681853,0.0,0.0011263561385371752
CICIDS2017_COVERAGE_R1,9001,1.0,Full-Contextual,validation_PR_AUC,0.03016320276787207,0.03534241623708,0.028496089000206243
CICIDS2017_COVERAGE_R1,9001,1.0,Full-Contextual,validation_FPR,0.061520469227575765,8.188834524126354e-05,0.12171779908511397
CICIDS2017_COVERAGE_R1,9001,1.0,Random-Budget,validation_F1,0.0011260388658151782,0.0005696279282788102,0.0011857804471745832
CICIDS2017_COVERAGE_R1,9001,1.0,Random-Budget,validation_PR_AUC,0.030914991849833838,0.02594236765756597,0.04159597085534418
CICIDS2017_COVERAGE_R1,9001,1.0,Random-Budget,validation_FPR,0.13890689376345536,0.14160412538864778,0.14894210967857952
CICIDS2017_COVERAGE_R1,9001,1.0,Cost-Only,validation_F1,0.0011259917623272137,0.0005695207204304508,0.0011856999627173031
CICIDS2017_COVERAGE_R1,9001,1.0,Cost-Only,validation_PR_AUC,0.030913716394381792,0.025942183027662317,0.041604671256266046
CICIDS2017_COVERAGE_R1,9001,1.0,Cost-Only,validation_FPR,0.13890780399048877,0.1416047100755843,0.14895348528935717
CICIDS2017_COVERAGE_R1,9001,1.0,Utility-Only,validation_F1,0.003921589229622042,0.0004722746350619367,0.0013831258644536
CICIDS2017_COVERAGE_R1,9001,1.0,Utility-Only,validation_PR_AUC,0.03536101044218015,0.026233163357426925,0.0363413125579701
CICIDS2017_COVERAGE_R1,9001,1.0,Utility-Only,validation_FPR,0.03573144281851945,0.13378528833690215,0.0059778492026122
CICIDS2017_COVERAGE_R1,9001,1.0,Utility-Cost-Ratio,validation_F1,0.003921589229622042,0.0004722746350619367,0.0013831258644536
CICIDS2017_COVERAGE_R1,9001,1.0,Utility-Cost-Ratio,validation_PR_AUC,0.03536101044218015,0.026233163357426925,0.0363413125579701
CICIDS2017_COVERAGE_R1,9001,1.0,Utility-Cost-Ratio,validation_FPR,0.03573144281851945,0.13378528833690215,0.0059778492026122
CICIDS2017_COVERAGE_R1,9001,1.0,CB-Score,validation_F1,0.0012567239669599853,0.0004828597618305941,0.0013853021968273033
CICIDS2017_COVERAGE_R1,9001,1.0,CB-Score,validation_PR_AUC,0.03448280906920626,0.026472294473031677,0.04010601813051397
CICIDS2017_COVERAGE_R1,9001,1.0,CB-Score,validation_FPR,0.06870937116967672,0.1282367805144263,0.06032355884370695
CICIDS2017_COVERAGE_R1,9001,1.0,Historical-DoubleCost,validation_F1,0.0012567239669599853,0.0004828597618305941,0.0013853021968273033
CICIDS2017_COVERAGE_R1,9001,1.0,Historical-DoubleCost,validation_PR_AUC,0.03448280906920626,0.026472294473031677,0.04010601813051397
CICIDS2017_COVERAGE_R1,9001,1.0,Historical-DoubleCost,validation_FPR,0.06870937116967672,0.1282367805144263,0.06032355884370695
CICIDS2017_COVERAGE_R1,9001,1.0,Oort-Style-Adapted,validation_F1,0.003921589229622042,0.0004722746350619367,0.0013831258644536
CICIDS2017_COVERAGE_R1,9001,1.0,Oort-Style-Adapted,validation_PR_AUC,0.03536101044218015,0.026233163357426925,0.0363413125579701
CICIDS2017_COVERAGE_R1,9001,1.0,Oort-Style-Adapted,validation_FPR,0.03573144281851945,0.13378528833690215,0.0059778492026122
CICIDS2017_COVERAGE_R1,9001,1.0,Oracle-Score-Exact,validation_F1,0.0012567239669599853,0.0004828597618305941,0.0013853021968273033
CICIDS2017_COVERAGE_R1,9001,1.0,Oracle-Score-Exact,validation_PR_AUC,0.03448280906920626,0.026472294473031677,0.04010601813051397
CICIDS2017_COVERAGE_R1,9001,1.0,Oracle-Score-Exact,validation_FPR,0.06870937116967672,0.1282367805144263,0.06032355884370695
CICIDS2017_COVERAGE_R1,2027,0.1,Full-Contextual,validation_F1,0.0,0.0,0.0
CICIDS2017_COVERAGE_R1,2027,0.1,Full-Contextual,validation_PR_AUC,0.036134439423474204,0.0359536261124803,0.03457334115436368
CICIDS2017_COVERAGE_R1,2027,0.1,Full-Contextual,validation_FPR,0.0002864356922636377,0.0,0.0025158185824364254
CICIDS2017_COVERAGE_R1,2027,0.1,Random-Budget,validation_F1,0.0,0.0,0.0
CICIDS2017_COVERAGE_R1,2027,0.1,Random-Budget,validation_PR_AUC,0.026819839948606015,0.030238581419892552,0.02731783326859699
CICIDS2017_COVERAGE_R1,2027,0.1,Random-Budget,validation_FPR,0.01055992686330031,0.05298301729227952,0.001007796562773331
CICIDS2017_COVERAGE_R1,2027,0.1,Cost-Only,validation_F1,0.0,0.0,0.0
CICIDS2017_COVERAGE_R1,2027,0.1,Cost-Only,validation_PR_AUC,0.027611280066221853,0.02998947991342085,0.027037109874750838
CICIDS2017_COVERAGE_R1,2027,0.1,Cost-Only,validation_FPR,0.005330244004258056,0.06475431426604544,0.011074543005044795
CICIDS2017_COVERAGE_R1,2027,0.1,Utility-Only,validation_F1,8.710090043334311e-05,0.0,0.0
CICIDS2017_COVERAGE_R1,2027,0.1,Utility-Only,validation_PR_AUC,0.027637345789596514,0.027660227566655326,0.0279503773146436
CICIDS2017_COVERAGE_R1,2027,0.1,Utility-Only,validation_FPR,0.006423530265822678,0.07775209385131499,0.0047477744807121
CICIDS2017_COVERAGE_R1,2027,0.1,Utility-Cost-Ratio,validation_F1,8.710090043334311e-05,0.0,0.0
CICIDS2017_COVERAGE_R1,2027,0.1,Utility-Cost-Ratio,validation_PR_AUC,0.027637345789596514,0.027660227566655326,0.0279503773146436
CICIDS2017_COVERAGE_R1,2027,0.1,Utility-Cost-Ratio,validation_FPR,0.006423530265822678,0.07775209385131499,0.0047477744807121
CICIDS2017_COVERAGE_R1,2027,0.1,CB-Score,validation_F1,0.0,0.0,0.0
CICIDS2017_COVERAGE_R1,2027,0.1,CB-Score,validation_PR_AUC,0.02773723552830329,0.03467981663750638,0.026137370883071033
CICIDS2017_COVERAGE_R1,2027,0.1,CB-Score,validation_FPR,0.001962341615221656,0.0016276642882158375,0.0011075902299237216
CICIDS2017_COVERAGE_R1,2027,0.1,Historical-DoubleCost,validation_F1,0.0,0.0,0.0
CICIDS2017_COVERAGE_R1,2027,0.1,Historical-DoubleCost,validation_PR_AUC,0.02773723552830329,0.03467981663750638,0.026137370883071033
CICIDS2017_COVERAGE_R1,2027,0.1,Historical-DoubleCost,validation_FPR,0.001962341615221656,0.0016276642882158375,0.0011075902299237216
CICIDS2017_COVERAGE_R1,2027,0.1,Oort-Style-Adapted,validation_F1,8.710090043334311e-05,0.0,0.0
CICIDS2017_COVERAGE_R1,2027,0.1,Oort-Style-Adapted,validation_PR_AUC,0.027637345789596514,0.027660227566655326,0.0279503773146436
CICIDS2017_COVERAGE_R1,2027,0.1,Oort-Style-Adapted,validation_FPR,0.006423530265822678,0.07775209385131499,0.0047477744807121
CICIDS2017_COVERAGE_R1,2027,0.1,Oracle-Score-Exact,validation_F1,0.0,0.0,0.0
CICIDS2017_COVERAGE_R1,2027,0.1,Oracle-Score-Exact,validation_PR_AUC,0.02773723552830329,0.03467981663750638,0.026137370883071033
CICIDS2017_COVERAGE_R1,2027,0.1,Oracle-Score-Exact,validation_FPR,0.001962341615221656,0.0016276642882158375,0.0011075902299237216
CICIDS2017_COVERAGE_R1,2027,0.2,Full-Contextual,validation_F1,0.0,0.0,0.0
CICIDS2017_COVERAGE_R1,2027,0.2,Full-Contextual,validation_PR_AUC,0.03467875531801123,0.0359536261124803,0.029316888106546687
CICIDS2017_COVERAGE_R1,2027,0.2,Full-Contextual,validation_FPR,0.0018553900205482816,0.0,0.0015667263240214304
CICIDS2017_COVERAGE_R1,2027,0.2,Random-Budget,validation_F1,0.00033766654290518774,0.0,0.00045723799664386405
CICIDS2017_COVERAGE_R1,2027,0.2,Random-Budget,validation_PR_AUC,0.03130067060620281,0.031278918942850654,0.03758047919205263
CICIDS2017_COVERAGE_R1,2027,0.2,Random-Budget,validation_FPR,0.01857561647164563,0.009637094657833252,0.1579904512389263
CICIDS2017_COVERAGE_R1,2027,0.2,Cost-Only,validation_F1,0.0,0.0,0.0
CICIDS2017_COVERAGE_R1,2027,0.2,Cost-Only,validation_PR_AUC,0.02848972651668133,0.03283953597742476,0.027638441233772303
CICIDS2017_COVERAGE_R1,2027,0.2,Cost-Only,validation_FPR,0.001447339271476267,0.0002632061895744079,0.00168778059098347
CICIDS2017_COVERAGE_R1,2027,0.2,Utility-Only,validation_F1,0.0005171876895401853,0.019340993093963133,0.0
CICIDS2017_COVERAGE_R1,2027,0.2,Utility-Only,validation_PR_AUC,0.026944353350169786,0.032679495280006715,0.026243558336029336
CICIDS2017_COVERAGE_R1,2027,0.2,Utility-Only,validation_FPR,0.0158998764530338,0.1340788596658742,0.002168764994525894
CICIDS2017_COVERAGE_R1,2027,0.2,Utility-Cost-Ratio,validation_F1,0.0005171876895401853,0.019340993093963133,0.0
CICIDS2017_COVERAGE_R1,2027,0.2,Utility-Cost-Ratio,validation_PR_AUC,0.026944353350169786,0.032679495280006715,0.026243558336029336
CICIDS2017_COVERAGE_R1,2027,0.2,Utility-Cost-Ratio,validation_FPR,0.0158998764530338,0.1340788596658742,0.002168764994525894
CICIDS2017_COVERAGE_R1,2027,0.2,CB-Score,validation_F1,0.013028045104805035,0.0,0.1868813338136137
CICIDS2017_COVERAGE_R1,2027,0.2,CB-Score,validation_PR_AUC,0.029762833185200878,0.033327935155351394,0.06842934559527722
CICIDS2017_COVERAGE_R1,2027,0.2,CB-Score,validation_FPR,0.006670562816271984,0.0016072825984630177,0.02877745219747615
CICIDS2017_COVERAGE_R1,2027,0.2,Historical-DoubleCost,validation_F1,0.013028045104805035,0.0,0.1868813338136137
CICIDS2017_COVERAGE_R1,2027,0.2,Historical-DoubleCost,validation_PR_AUC,0.029762833185200878,0.033327935155351394,0.06842934559527722
CICIDS2017_COVERAGE_R1,2027,0.2,Historical-DoubleCost,validation_FPR,0.006670562816271984,0.0016072825984630177,0.02877745219747615
CICIDS2017_COVERAGE_R1,2027,0.2,Oort-Style-Adapted,validation_F1,0.00785853431804247,0.0,0.0
CICIDS2017_COVERAGE_R1,2027,0.2,Oort-Style-Adapted,validation_PR_AUC,0.02806165654973853,0.030561638287602447,0.0349866976902713
CICIDS2017_COVERAGE_R1,2027,0.2,Oort-Style-Adapted,validation_FPR,0.01235354265413805,0.017695181469182735,0.0007776527166683
CICIDS2017_COVERAGE_R1,2027,0.2,Oracle-Score-Exact,validation_F1,0.0002134536451165532,0.0,0.008111238514429048
CICIDS2017_COVERAGE_R1,2027,0.2,Oracle-Score-Exact,validation_PR_AUC,0.028213066190972684,0.033327935155351394,0.0649261211942384
CICIDS2017_COVERAGE_R1,2027,0.2,Oracle-Score-Exact,validation_FPR,0.00420046064522947,0.0016072825984630177,0.018225187468095146
CICIDS2017_COVERAGE_R1,2027,0.4,Full-Contextual,validation_F1,0.0,0.0,0.0
CICIDS2017_COVERAGE_R1,2027,0.4,Full-Contextual,validation_PR_AUC,0.03231917992472201,0.0359536261124803,0.027679483527883693
CICIDS2017_COVERAGE_R1,2027,0.4,Full-Contextual,validation_FPR,0.0017034313944379346,0.0,0.0018469404150384214
CICIDS2017_COVERAGE_R1,2027,0.4,Random-Budget,validation_F1,3.778041521994751e-05,0.0,4.3536919380339625e-05
CICIDS2017_COVERAGE_R1,2027,0.4,Random-Budget,validation_PR_AUC,0.029945937737962728,0.03097763822537253,0.03706083681448166
CICIDS2017_COVERAGE_R1,2027,0.4,Random-Budget,validation_FPR,0.072771035738642,0.04029075019363764,0.027055481977144368
CICIDS2017_COVERAGE_R1,2027,0.4,Cost-Only,validation_F1,0.0,0.0,0.0
CICIDS2017_COVERAGE_R1,2027,0.4,Cost-Only,validation_PR_AUC,0.026048865373804266,0.03436517744645741,0.025743577020744035
CICIDS2017_COVERAGE_R1,2027,0.4,Cost-Only,validation_FPR,0.0098855126946393,0.0016113892817776856,0.0030201180956415364
CICIDS2017_COVERAGE_R1,2027,0.4,Utility-Only,validation_F1,8.7107656106534e-05,0.00014593555697973407,0.0011457794009485434
CICIDS2017_COVERAGE_R1,2027,0.4,Utility-Only,validation_PR_AUC,0.02656318985250956,0.02852576906016587,0.03533433185248978
CICIDS2017_COVERAGE_R1,2027,0.4,Utility-Only,validation_FPR,0.01738313510373294,0.12259908247077031,0.011679134563217373
CICIDS2017_COVERAGE_R1,2027,0.4,Utility-Cost-Ratio,validation_F1,8.7107656106534e-05,0.00014593555697973407,0.0011457794009485434
CICIDS2017_COVERAGE_R1,2027,0.4,Utility-Cost-Ratio,validation_PR_AUC,0.02656318985250956,0.02852576906016587,0.03533433185248978
CICIDS2017_COVERAGE_R1,2027,0.4,Utility-Cost-Ratio,validation_FPR,0.01738313510373294,0.12259908247077031,0.011679134563217373
CICIDS2017_COVERAGE_R1,2027,0.4,CB-Score,validation_F1,0.0,0.0,0.0
CICIDS2017_COVERAGE_R1,2027,0.4,CB-Score,validation_PR_AUC,0.028031884914743073,0.027428129583850953,0.02800243649329167
CICIDS2017_COVERAGE_R1,2027,0.4,CB-Score,validation_FPR,0.013364330890911847,0.13993584765084022,0.003943964871571411
CICIDS2017_COVERAGE_R1,2027,0.4,Historical-DoubleCost,validation_F1,0.0,0.0,0.0
CICIDS2017_COVERAGE_R1,2027,0.4,Historical-DoubleCost,validation_PR_AUC,0.028031884914743073,0.027428129583850953,0.02800243649329167
CICIDS2017_COVERAGE_R1,2027,0.4,Historical-DoubleCost,validation_FPR,0.013364330890911847,0.13993584765084022,0.003943964871571411
CICIDS2017_COVERAGE_R1,2027,0.4,Oort-Style-Adapted,validation_F1,0.00010370783797169003,0.0,0.0
CICIDS2017_COVERAGE_R1,2027,0.4,Oort-Style-Adapted,validation_PR_AUC,0.025737863529506036,0.030141716864025746,0.026169590211086547
CICIDS2017_COVERAGE_R1,2027,0.4,Oort-Style-Adapted,validation_FPR,0.017604498547465177,0.09524855245191757,0.00440787576908034
CICIDS2017_COVERAGE_R1,2027,0.4,Oracle-Score-Exact,validation_F1,0.0,0.0,0.0
CICIDS2017_COVERAGE_R1,2027,0.4,Oracle-Score-Exact,validation_PR_AUC,0.02730746956667605,0.027428129583850953,0.0300444926841094
CICIDS2017_COVERAGE_R1,2027,0.4,Oracle-Score-Exact,validation_FPR,0.011660825731503826,0.13993584765084022,0.0039701217640437
CICIDS2017_COVERAGE_R1,2027,0.6,Full-Contextual,validation_F1,0.0,0.0,0.0
CICIDS2017_COVERAGE_R1,2027,0.6,Full-Contextual,validation_PR_AUC,0.030838769824098018,0.0359536261124803,0.025929588995749948
CICIDS2017_COVERAGE_R1,2027,0.6,Full-Contextual,validation_FPR,0.0019631436377781034,0.0,0.003038781174669174
CICIDS2017_COVERAGE_R1,2027,0.6,Random-Budget,validation_F1,0.00011905659613270268,0.0,0.00013641226235415333
CICIDS2017_COVERAGE_R1,2027,0.6,Random-Budget,validation_PR_AUC,0.029393060925231956,0.03389916316598163,0.03843735198563184
CICIDS2017_COVERAGE_R1,2027,0.6,Random-Budget,validation_FPR,0.09723998385942179,0.019237649413728675,0.12042897908267539
CICIDS2017_COVERAGE_R1,2027,0.6,Cost-Only,validation_F1,0.0,0.0,0.0
CICIDS2017_COVERAGE_R1,2027,0.6,Cost-Only,validation_PR_AUC,0.025731935044322245,0.03628413196529942,0.02663739128643481
CICIDS2017_COVERAGE_R1,2027,0.6,Cost-Only,validation_FPR,0.010159283195541765,0.003312367470085899,0.003485714556005388
CICIDS2017_COVERAGE_R1,2027,0.6,Utility-Only,validation_F1,0.0005361856191777812,0.0,0.0026007802340702
CICIDS2017_COVERAGE_R1,2027,0.6,Utility-Only,validation_PR_AUC,0.029093047276069192,0.03497651440974085,0.0489094878974799
CICIDS2017_COVERAGE_R1,2027,0.6,Utility-Only,validation_FPR,0.025966089334597597,0.019160970668519114,0.0082062826153688
CICIDS2017_COVERAGE_R1,2027,0.6,Utility-Cost-Ratio,validation_F1,0.00022956467395683313,0.0,0.0
CICIDS2017_COVERAGE_R1,2027,0.6,Utility-Cost-Ratio,validation_PR_AUC,0.027759594117702197,0.03497651440974085,0.03370336912963107
CICIDS2017_COVERAGE_R1,2027,0.6,Utility-Cost-Ratio,validation_FPR,0.02585396227351589,0.019160970668519114,0.0032533940973286796
CICIDS2017_COVERAGE_R1,2027,0.6,CB-Score,validation_F1,0.0,0.0,0.0
CICIDS2017_COVERAGE_R1,2027,0.6,CB-Score,validation_PR_AUC,0.02723485543125917,0.03369296514407742,0.030299309048620892
CICIDS2017_COVERAGE_R1,2027,0.6,CB-Score,validation_FPR,0.010459573290061586,0.038076956322575545,0.0037867907371514527
CICIDS2017_COVERAGE_R1,2027,0.6,Historical-DoubleCost,validation_F1,0.0,0.0,0.0
CICIDS2017_COVERAGE_R1,2027,0.6,Historical-DoubleCost,validation_PR_AUC,0.02723485543125917,0.03369296514407742,0.030299309048620892
CICIDS2017_COVERAGE_R1,2027,0.6,Historical-DoubleCost,validation_FPR,0.010459573290061586,0.038076956322575545,0.0037867907371514527
CICIDS2017_COVERAGE_R1,2027,0.6,Oort-Style-Adapted,validation_F1,0.00011185300826902228,0.0,0.00047368614409304356
CICIDS2017_COVERAGE_R1,2027,0.6,Oort-Style-Adapted,validation_PR_AUC,0.028620241786834873,0.03517461573030714,0.03330679319507183
CICIDS2017_COVERAGE_R1,2027,0.6,Oort-Style-Adapted,validation_FPR,0.013483578967192123,0.024521250116885135,0.004816012697372547
CICIDS2017_COVERAGE_R1,2027,0.6,Oracle-Score-Exact,validation_F1,0.0,0.0,0.0
CICIDS2017_COVERAGE_R1,2027,0.6,Oracle-Score-Exact,validation_PR_AUC,0.02723485543125917,0.03369296514407742,0.030299309048620892
CICIDS2017_COVERAGE_R1,2027,0.6,Oracle-Score-Exact,validation_FPR,0.010459573290061586,0.038076956322575545,0.0037867907371514527
CICIDS2017_COVERAGE_R1,2027,0.8,Full-Contextual,validation_F1,0.0,0.0,0.0
CICIDS2017_COVERAGE_R1,2027,0.8,Full-Contextual,validation_PR_AUC,0.030088638122868928,0.0359536261124803,0.025709179924935936
CICIDS2017_COVERAGE_R1,2027,0.8,Full-Contextual,validation_FPR,0.002106496693512361,0.0,0.0029658540201712123
CICIDS2017_COVERAGE_R1,2027,0.8,Random-Budget,validation_F1,1.0919951087040868e-05,0.0,3.4000467720317513e-05
CICIDS2017_COVERAGE_R1,2027,0.8,Random-Budget,validation_PR_AUC,0.026492297122310715,0.03285367921710672,0.03197506678287327
CICIDS2017_COVERAGE_R1,2027,0.8,Random-Budget,validation_FPR,0.03064699256363832,0.038360414548619264,0.11736367728284064
CICIDS2017_COVERAGE_R1,2027,0.8,Cost-Only,validation_F1,0.0,0.0,0.0
CICIDS2017_COVERAGE_R1,2027,0.8,Cost-Only,validation_PR_AUC,0.027446944314637445,0.0322059609414865,0.030099814394524037
CICIDS2017_COVERAGE_R1,2027,0.8,Cost-Only,validation_FPR,0.020637853182080376,0.048071708075981184,0.004735056093556119
CICIDS2017_COVERAGE_R1,2027,0.8,Utility-Only,validation_F1,4.0595482738035235e-05,0.0,0.0015426283440453342
CICIDS2017_COVERAGE_R1,2027,0.8,Utility-Only,validation_PR_AUC,0.026161504801906106,0.03248474418029429,0.03215094762654184
CICIDS2017_COVERAGE_R1,2027,0.8,Utility-Only,validation_FPR,0.01676678422287112,0.06800245672795618,0.006303439560951241
CICIDS2017_COVERAGE_R1,2027,0.8,Utility-Cost-Ratio,validation_F1,4.0595482738035235e-05,0.0,0.0015426283440453342
CICIDS2017_COVERAGE_R1,2027,0.8,Utility-Cost-Ratio,validation_PR_AUC,0.026161504801906106,0.03248474418029429,0.03215094762654184
CICIDS2017_COVERAGE_R1,2027,0.8,Utility-Cost-Ratio,validation_FPR,0.01676678422287112,0.06800245672795618,0.006303439560951241
CICIDS2017_COVERAGE_R1,2027,0.8,CB-Score,validation_F1,0.0,0.0,0.0
CICIDS2017_COVERAGE_R1,2027,0.8,CB-Score,validation_PR_AUC,0.026962413298226285,0.03426683767917572,0.029271018858785934
CICIDS2017_COVERAGE_R1,2027,0.8,CB-Score,validation_FPR,0.017381437717929143,0.036404360127988936,0.003933234882287347
CICIDS2017_COVERAGE_R1,2027,0.8,Historical-DoubleCost,validation_F1,0.0,0.0,0.0
CICIDS2017_COVERAGE_R1,2027,0.8,Historical-DoubleCost,validation_PR_AUC,0.026962413298226285,0.03426683767917572,0.029271018858785934
CICIDS2017_COVERAGE_R1,2027,0.8,Historical-DoubleCost,validation_FPR,0.017381437717929143,0.036404360127988936,0.003933234882287347
CICIDS2017_COVERAGE_R1,2027,0.8,Oort-Style-Adapted,validation_F1,0.0004398432255904403,0.0,0.0037926675094816
CICIDS2017_COVERAGE_R1,2027,0.8,Oort-Style-Adapted,validation_PR_AUC,0.029186458862213896,0.03593211652962021,0.0477438865150449
CICIDS2017_COVERAGE_R1,2027,0.8,Oort-Style-Adapted,validation_FPR,0.01225888422225515,0.002382304096185957,0.0090862580579146
CICIDS2017_COVERAGE_R1,2027,0.8,Oracle-Score-Exact,validation_F1,0.0,0.0,0.0
CICIDS2017_COVERAGE_R1,2027,0.8,Oracle-Score-Exact,validation_PR_AUC,0.026962413298226285,0.03426683767917572,0.029271018858785934
CICIDS2017_COVERAGE_R1,2027,0.8,Oracle-Score-Exact,validation_FPR,0.017381437717929143,0.036404360127988936,0.003933234882287347
CICIDS2017_COVERAGE_R1,2027,1.0,Full-Contextual,validation_F1,0.0,0.0,0.0
CICIDS2017_COVERAGE_R1,2027,1.0,Full-Contextual,validation_PR_AUC,0.030445484132484348,0.0359536261124803,0.025922822046311453
CICIDS2017_COVERAGE_R1,2027,1.0,Full-Contextual,validation_FPR,0.001990632193159644,0.0,0.0027837304497976556
CICIDS2017_COVERAGE_R1,2027,1.0,Random-Budget,validation_F1,0.0,0.0,0.0
CICIDS2017_COVERAGE_R1,2027,1.0,Random-Budget,validation_PR_AUC,0.024649294455262465,0.03045852170376062,0.025905965296768464
CICIDS2017_COVERAGE_R1,2027,1.0,Random-Budget,validation_FPR,0.029908896972647498,0.06250438881446084,0.00748915066698281
CICIDS2017_COVERAGE_R1,2027,1.0,Cost-Only,validation_F1,0.0,0.0,0.0
CICIDS2017_COVERAGE_R1,2027,1.0,Cost-Only,validation_PR_AUC,0.024649134457409086,0.030458106360243823,0.025902005852737237
CICIDS2017_COVERAGE_R1,2027,1.0,Cost-Only,validation_FPR,0.02991288852806469,0.0625103155449432,0.007488795085476691
CICIDS2017_COVERAGE_R1,2027,1.0,Utility-Only,validation_F1,0.0002392520818952399,0.0,0.0025157232704402
CICIDS2017_COVERAGE_R1,2027,1.0,Utility-Only,validation_PR_AUC,0.02742310604710083,0.03165994495127067,0.0353291700166242
CICIDS2017_COVERAGE_R1,2027,1.0,Utility-Only,validation_FPR,0.017194017192100113,0.050976760844866936,0.009270438964494
CICIDS2017_COVERAGE_R1,2027,1.0,Utility-Cost-Ratio,validation_F1,0.0002392520818952399,0.0,0.0025157232704402
CICIDS2017_COVERAGE_R1,2027,1.0,Utility-Cost-Ratio,validation_PR_AUC,0.02742310604710083,0.03165994495127067,0.0353291700166242
CICIDS2017_COVERAGE_R1,2027,1.0,Utility-Cost-Ratio,validation_FPR,0.017194017192100113,0.050976760844866936,0.009270438964494
CICIDS2017_COVERAGE_R1,2027,1.0,CB-Score,validation_F1,0.0,0.0,0.0
CICIDS2017_COVERAGE_R1,2027,1.0,CB-Score,validation_PR_AUC,0.02603284992522755,0.03426683767917572,0.02792705101722271
CICIDS2017_COVERAGE_R1,2027,1.0,CB-Score,validation_FPR,0.015306714415428954,0.036404360127988936,0.004135139155816538
CICIDS2017_COVERAGE_R1,2027,1.0,Historical-DoubleCost,validation_F1,0.0,0.0,0.0
CICIDS2017_COVERAGE_R1,2027,1.0,Historical-DoubleCost,validation_PR_AUC,0.02603284992522755,0.03426683767917572,0.02792705101722271
CICIDS2017_COVERAGE_R1,2027,1.0,Historical-DoubleCost,validation_FPR,0.015306714415428954,0.036404360127988936,0.004135139155816538
CICIDS2017_COVERAGE_R1,2027,1.0,Oort-Style-Adapted,validation_F1,0.0002392520818952399,0.0,0.0025157232704402
CICIDS2017_COVERAGE_R1,2027,1.0,Oort-Style-Adapted,validation_PR_AUC,0.02742310604710083,0.03165994495127067,0.0353291700166242
CICIDS2017_COVERAGE_R1,2027,1.0,Oort-Style-Adapted,validation_FPR,0.017194017192100113,0.050976760844866936,0.009270438964494
CICIDS2017_COVERAGE_R1,2027,1.0,Oracle-Score-Exact,validation_F1,0.0,0.0,0.0
CICIDS2017_COVERAGE_R1,2027,1.0,Oracle-Score-Exact,validation_PR_AUC,0.02603284992522755,0.03426683767917572,0.02792705101722271
CICIDS2017_COVERAGE_R1,2027,1.0,Oracle-Score-Exact,validation_FPR,0.015306714415428954,0.036404360127988936,0.004135139155816538
CICIoT2023_R1,42,0.1,Full-Contextual,validation_F1,0.939077454465682,0.9447014641049366,0.9401292715173156
CICIoT2023_R1,42,0.1,Full-Contextual,validation_PR_AUC,0.987708690489965,0.9810683400859792,0.9915283198267013
CICIoT2023_R1,42,0.1,Full-Contextual,validation_FPR,0.06139117092797222,0.0989240404689256,0.029223887046806462
CICIoT2023_R1,42,0.1,Random-Budget,validation_F1,0.9269956862339095,0.945422919775129,0.9248761251167928
CICIoT2023_R1,42,0.1,Random-Budget,validation_PR_AUC,0.9926296257750941,0.9918631313369435,0.9933158531454899
CICIoT2023_R1,42,0.1,Random-Budget,validation_FPR,0.370609086303226,0.179235292209814,0.338518598057436
CICIoT2023_R1,42,0.1,Cost-Only,validation_F1,0.8731294543661903,0.8929585321421256,0.8637099449191356
CICIoT2023_R1,42,0.1,Cost-Only,validation_PR_AUC,0.9911746278472916,0.9898631313685617,0.992474178027158
CICIoT2023_R1,42,0.1,Cost-Only,validation_FPR,0.8616831539820975,0.6955431563910037,0.9508311837417571
CICIoT2023_R1,42,0.1,Utility-Only,validation_F1,0.9473844111705996,0.9500506613358162,0.8805140207814667
CICIoT2023_R1,42,0.1,Utility-Only,validation_PR_AUC,0.9930259650224518,0.992357731795712,0.9918046092807242
