dataset_protocol,metadata_view,attacker,target,client_id,n_observations,positive_rate,mean_oriented_oof_score,median_oriented_oof_score,client_group_auc
CICIoT2023_R1,Noisy-Quantized,LogisticRegression,attack_ratio_above_seed_median,1,300,0.7,0.533092494936907,0.5106203958194999,0.7546031746031746
CICIoT2023_R1,Noisy-Quantized,LogisticRegression,attack_ratio_above_seed_median,2,300,0.5,0.4570693454927842,0.4748107503885235,0.5214666666666667
CICIoT2023_R1,Noisy-Quantized,LogisticRegression,attack_ratio_above_seed_median,3,300,0.4,0.4940647564863801,0.49561191696803697,0.7637499999999999
CICIoT2023_R1,Noisy-Quantized,LogisticRegression,attack_ratio_above_seed_median,4,300,0.3,0.5024788191539876,0.4822630439099985,0.5841798941798942
CICIoT2023_R1,Noisy-Quantized,LogisticRegression,attack_ratio_above_seed_median,5,300,0.5,0.5147771011869434,0.5100183360458213,0.8956
CICIoT2023_R1,Noisy-Quantized,LogisticRegression,attack_ratio_above_seed_median,6,300,0.4,0.5050360272057725,0.49143424993235096,0.7299537037037037
CICIoT2023_R1,Noisy-Quantized,LogisticRegression,attack_ratio_above_seed_median,7,300,0.6,0.4419592252136662,0.45854529325698046,0.6186111111111111
CICIoT2023_R1,Noisy-Quantized,LogisticRegression,attack_ratio_above_seed_median,8,300,0.5,0.5179319358697938,0.4853537929494625,0.6442666666666667
CICIoT2023_R1,Noisy-Quantized,LogisticRegression,attack_ratio_above_seed_median,9,300,0.7,0.5447843955887292,0.5162166012144356,0.7409523809523811
CICIoT2023_R1,Noisy-Quantized,LogisticRegression,client_size_above_seed_median,0,300,0.5,0.5441669473649569,0.5459802842498462,0.5634222222222223
CICIoT2023_R1,Noisy-Quantized,LogisticRegression,client_size_above_seed_median,1,300,0.4,0.496707984762447,0.5038212809099163,0.7356018518518519
CICIoT2023_R1,Noisy-Quantized,LogisticRegression,client_size_above_seed_median,2,300,0.4,0.5020774573432193,0.5369761842669912,0.26935185185185184
CICIoT2023_R1,Noisy-Quantized,LogisticRegression,client_size_above_seed_median,3,300,0.6,0.5558387132886431,0.5616569874323722,0.4539814814814815
CICIoT2023_R1,Noisy-Quantized,LogisticRegression,client_size_above_seed_median,4,300,0.4,0.5132775504473811,0.540990701280675,0.49689814814814814
CICIoT2023_R1,Noisy-Quantized,LogisticRegression,client_size_above_seed_median,5,300,0.6,0.5037168334211809,0.5193331760644702,0.7939351851851852
CICIoT2023_R1,Noisy-Quantized,LogisticRegression,client_size_above_seed_median,6,300,0.7,0.4851948692803156,0.5089095228783639,0.7682539682539683
CICIoT2023_R1,Noisy-Quantized,LogisticRegression,client_size_above_seed_median,7,300,0.3,0.5013477949001687,0.5279281276863834,0.5536507936507937
CICIoT2023_R1,Noisy-Quantized,LogisticRegression,client_size_above_seed_median,8,300,0.5,0.483199579924768,0.5205143706759523,0.7504444444444445
CICIoT2023_R1,Noisy-Quantized,LogisticRegression,client_size_above_seed_median,9,300,0.6,0.47508695942000145,0.5362510174770867,0.532175925925926
CICIoT2023_R1,Noisy-Quantized,MLP,attack_ratio_above_seed_median,0,300,0.4,0.48746483258865936,0.48318198944796825,0.8777777777777777
CICIoT2023_R1,Noisy-Quantized,MLP,attack_ratio_above_seed_median,1,300,0.7,0.5031916980753465,0.4798539800163413,0.816931216931217
CICIoT2023_R1,Noisy-Quantized,MLP,attack_ratio_above_seed_median,2,300,0.5,0.46385813677781146,0.46376352962847567,0.5412444444444444
CICIoT2023_R1,Noisy-Quantized,MLP,attack_ratio_above_seed_median,3,300,0.4,0.5072283363003262,0.4937286476427618,0.7684722222222222
CICIoT2023_R1,Noisy-Quantized,MLP,attack_ratio_above_seed_median,4,300,0.3,0.5170365873848043,0.4663736306293391,0.5915343915343915
CICIoT2023_R1,Noisy-Quantized,MLP,attack_ratio_above_seed_median,5,300,0.5,0.5055221255805287,0.5021349320123292,0.9264444444444444
CICIoT2023_R1,Noisy-Quantized,MLP,attack_ratio_above_seed_median,6,300,0.4,0.5130368022961088,0.49306374645889306,0.70125
CICIoT2023_R1,Noisy-Quantized,MLP,attack_ratio_above_seed_median,7,300,0.6,0.441473207918382,0.4339668471125919,0.6079629629629629
CICIoT2023_R1,Noisy-Quantized,MLP,attack_ratio_above_seed_median,8,300,0.5,0.5267489505647107,0.48634990981882686,0.6688444444444445
CICIoT2023_R1,Noisy-Quantized,MLP,attack_ratio_above_seed_median,9,300,0.7,0.527931846610792,0.507390895313266,0.6940211640211641
CICIoT2023_R1,Noisy-Quantized,MLP,client_size_above_seed_median,0,300,0.5,0.5616547731452296,0.554139896435935,0.5014222222222222
CICIoT2023_R1,Noisy-Quantized,MLP,client_size_above_seed_median,1,300,0.4,0.5189663675318167,0.5158103464178336,0.5234722222222222
CICIoT2023_R1,Noisy-Quantized,MLP,client_size_above_seed_median,2,300,0.4,0.510594349141587,0.5474218210062398,0.4863425925925926
CICIoT2023_R1,Noisy-Quantized,MLP,client_size_above_seed_median,3,300,0.6,0.5305785397392995,0.5225642641721797,0.5427777777777778
CICIoT2023_R1,Noisy-Quantized,MLP,client_size_above_seed_median,4,300,0.4,0.5255234894568392,0.531176426530996,0.4834259259259259
CICIoT2023_R1,Noisy-Quantized,MLP,client_size_above_seed_median,5,300,0.6,0.49523980326090034,0.509287647453695,0.5850462962962963
CICIoT2023_R1,Noisy-Quantized,MLP,client_size_above_seed_median,6,300,0.7,0.47818614936750153,0.484816789078666,0.8092063492063493
CICIoT2023_R1,Noisy-Quantized,MLP,client_size_above_seed_median,7,300,0.3,0.5286550594010163,0.5391067375215784,0.6336507936507937
CICIoT2023_R1,Noisy-Quantized,MLP,client_size_above_seed_median,8,300,0.5,0.47610769106394,0.5044912209214962,0.7512444444444445
CICIoT2023_R1,Noisy-Quantized,MLP,client_size_above_seed_median,9,300,0.6,0.46681704389476153,0.5124514573220632,0.6037962962962963
CICIoT2023_R1,Noisy-Quantized,RandomForest,attack_ratio_above_seed_median,0,300,0.4,0.48589396907609067,0.46700425345207675,0.8754629629629629
CICIoT2023_R1,Noisy-Quantized,RandomForest,attack_ratio_above_seed_median,1,300,0.7,0.5282178691434548,0.4998405501723463,0.7928571428571428
CICIoT2023_R1,Noisy-Quantized,RandomForest,attack_ratio_above_seed_median,2,300,0.5,0.4276522804856481,0.42387244352873865,0.5916888888888889
CICIoT2023_R1,Noisy-Quantized,RandomForest,attack_ratio_above_seed_median,3,300,0.4,0.5138154967348268,0.4913878101112851,0.7785648148148148
CICIoT2023_R1,Noisy-Quantized,RandomForest,attack_ratio_above_seed_median,4,300,0.3,0.4970423728191414,0.4339707925845521,0.6266666666666666
CICIoT2023_R1,Noisy-Quantized,RandomForest,attack_ratio_above_seed_median,5,300,0.5,0.5050802105371197,0.4813965499750002,0.7868444444444445
CICIoT2023_R1,Noisy-Quantized,RandomForest,attack_ratio_above_seed_median,6,300,0.4,0.5048712373769774,0.4808254282213031,0.6888425925925926
CICIoT2023_R1,Noisy-Quantized,RandomForest,attack_ratio_above_seed_median,7,300,0.6,0.45471995483106914,0.4338169677694279,0.47648148148148145
CICIoT2023_R1,Noisy-Quantized,RandomForest,attack_ratio_above_seed_median,8,300,0.5,0.54673514313319,0.4725457543596941,0.6853777777777778
CICIoT2023_R1,Noisy-Quantized,RandomForest,attack_ratio_above_seed_median,9,300,0.7,0.5617868919402038,0.5204134575333498,0.6337037037037037
CICIoT2023_R1,Noisy-Quantized,RandomForest,client_size_above_seed_median,0,300,0.5,0.5461571308500871,0.5261889076204642,0.4423555555555556
CICIoT2023_R1,Noisy-Quantized,RandomForest,client_size_above_seed_median,1,300,0.4,0.5076449169817879,0.4984315150538463,0.324212962962963
CICIoT2023_R1,Noisy-Quantized,RandomForest,client_size_above_seed_median,2,300,0.4,0.5013755669463201,0.5200682188829762,0.42189814814814813
CICIoT2023_R1,Noisy-Quantized,RandomForest,client_size_above_seed_median,3,300,0.6,0.5322846406480833,0.5196247399187659,0.575925925925926
CICIoT2023_R1,Noisy-Quantized,RandomForest,client_size_above_seed_median,4,300,0.4,0.5147861876665429,0.5111244892934255,0.41379629629629633
CICIoT2023_R1,Noisy-Quantized,RandomForest,client_size_above_seed_median,5,300,0.6,0.49117107154282297,0.4973370990263821,0.5606018518518519
CICIoT2023_R1,Noisy-Quantized,RandomForest,client_size_above_seed_median,6,300,0.7,0.4968553766753208,0.49666809516777966,0.4544973544973545
CICIoT2023_R1,Noisy-Quantized,RandomForest,client_size_above_seed_median,7,300,0.3,0.5145024294218503,0.5163408030655904,0.5596296296296297
CICIoT2023_R1,Noisy-Quantized,RandomForest,client_size_above_seed_median,8,300,0.5,0.48684133725824513,0.5005672946657465,0.6906222222222222
CICIoT2023_R1,Noisy-Quantized,RandomForest,client_size_above_seed_median,9,300,0.6,0.4762261415247465,0.5106376518566391,0.5817592592592593
CICIoT2023_R1,Raw,LogisticRegression,attack_ratio_above_seed_median,0,300,0.4,0.48760709454611545,0.4796344488449432,0.891712962962963
CICIoT2023_R1,Raw,LogisticRegression,attack_ratio_above_seed_median,1,300,0.7,0.5528108804893215,0.5334720951235075,0.7503703703703704
CICIoT2023_R1,Raw,LogisticRegression,attack_ratio_above_seed_median,2,300,0.5,0.4237333608924489,0.44856867143519535,0.5530222222222222
CICIoT2023_R1,Raw,LogisticRegression,attack_ratio_above_seed_median,3,300,0.4,0.5094022289407624,0.5011798524901192,0.7506944444444444
CICIoT2023_R1,Raw,LogisticRegression,attack_ratio_above_seed_median,4,300,0.3,0.4921116101539555,0.4650774036876514,0.5835449735449736
CICIoT2023_R1,Raw,LogisticRegression,attack_ratio_above_seed_median,5,300,0.5,0.524216641271131,0.5005210052807287,0.7718666666666667
CICIoT2023_R1,Raw,LogisticRegression,attack_ratio_above_seed_median,6,300,0.4,0.4994777490965559,0.5075010186029856,0.7573611111111112
CICIoT2023_R1,Raw,LogisticRegression,attack_ratio_above_seed_median,7,300,0.6,0.4192631810973535,0.44700198756592036,0.6678240740740741
CICIoT2023_R1,Raw,LogisticRegression,attack_ratio_above_seed_median,8,300,0.5,0.5139475383162206,0.490800425657952,0.6768444444444444
CICIoT2023_R1,Raw,LogisticRegression,attack_ratio_above_seed_median,9,300,0.7,0.5766956668883748,0.5515997256584882,0.7804232804232804
CICIoT2023_R1,Raw,LogisticRegression,client_size_above_seed_median,0,300,0.5,0.5541610451544092,0.554526732370188,0.5822666666666667
CICIoT2023_R1,Raw,LogisticRegression,client_size_above_seed_median,1,300,0.4,0.48988345826631097,0.5169717072628064,0.8282870370370371
CICIoT2023_R1,Raw,LogisticRegression,client_size_above_seed_median,2,300,0.4,0.50354462014008,0.5665870290061021,0.30967592592592597
CICIoT2023_R1,Raw,LogisticRegression,client_size_above_seed_median,3,300,0.6,0.5715798961387304,0.5723413050605415,0.4440277777777777
CICIoT2023_R1,Raw,LogisticRegression,client_size_above_seed_median,4,300,0.4,0.5176314751644012,0.5471133025299415,0.46648148148148144
CICIoT2023_R1,Raw,LogisticRegression,client_size_above_seed_median,5,300,0.6,0.5143736533897011,0.5387697238715567,0.8737499999999999
CICIoT2023_R1,Raw,LogisticRegression,client_size_above_seed_median,6,300,0.7,0.4813428285969119,0.5100617104911711,0.7734391534391534
CICIoT2023_R1,Raw,LogisticRegression,client_size_above_seed_median,7,300,0.3,0.5053891087856651,0.5453817011290971,0.6193121693121693
CICIoT2023_R1,Raw,LogisticRegression,client_size_above_seed_median,8,300,0.5,0.47611644612537857,0.5341319519870482,0.7755111111111112
CICIoT2023_R1,Raw,LogisticRegression,client_size_above_seed_median,9,300,0.6,0.4754018335349339,0.5618380244054519,0.5913888888888889
CICIoT2023_R1,Raw,MLP,attack_ratio_above_seed_median,0,300,0.4,0.5450199954454441,0.47549771008175523,0.9452314814814815
CICIoT2023_R1,Raw,MLP,attack_ratio_above_seed_median,1,300,0.7,0.5762108538314457,0.519824697214821,0.8333862433862433
CICIoT2023_R1,Raw,MLP,attack_ratio_above_seed_median,2,300,0.5,0.40379677257508595,0.3465083259476973,0.5285333333333333
CICIoT2023_R1,Raw,MLP,attack_ratio_above_seed_median,3,300,0.4,0.6242776456767904,0.5955108357622274,0.8569907407407408
CICIoT2023_R1,Raw,MLP,attack_ratio_above_seed_median,4,300,0.3,0.5181161599214635,0.4451111707878843,0.6473544973544973
CICIoT2023_R1,Raw,MLP,attack_ratio_above_seed_median,5,300,0.5,0.5628345604243862,0.45902082440835934,0.8895111111111111
CICIoT2023_R1,Raw,MLP,attack_ratio_above_seed_median,6,300,0.4,0.5335278731131914,0.4271109236828602,0.7793981481481481
CICIoT2023_R1,Raw,MLP,attack_ratio_above_seed_median,7,300,0.6,0.4289641181377662,0.39746797508043574,0.6953703703703703
CICIoT2023_R1,Raw,MLP,attack_ratio_above_seed_median,8,300,0.5,0.5607532107128386,0.49567889130948006,0.6455555555555554
CICIoT2023_R1,Raw,MLP,attack_ratio_above_seed_median,9,300,0.7,0.5776031389253149,0.4981281310026021,0.7212169312169313
CICIoT2023_R1,Raw,MLP,client_size_above_seed_median,0,300,0.5,0.6331476908571319,0.5937630287010718,0.4971555555555555
CICIoT2023_R1,Raw,MLP,client_size_above_seed_median,1,300,0.4,0.5068211642330355,0.5264147808124349,0.8161111111111111
CICIoT2023_R1,Raw,MLP,client_size_above_seed_median,2,300,0.4,0.5386323060283457,0.5593813223280761,0.5296759259259259
CICIoT2023_R1,Raw,MLP,client_size_above_seed_median,3,300,0.6,0.6973497409591853,0.6810633664100622,0.5953703703703703
CICIoT2023_R1,Raw,MLP,client_size_above_seed_median,4,300,0.4,0.5814490186684482,0.5606997847676374,0.3985185185185185
CICIoT2023_R1,Raw,MLP,client_size_above_seed_median,5,300,0.6,0.529843431013447,0.5134481470806336,0.6325925925925926
CICIoT2023_R1,Raw,MLP,client_size_above_seed_median,6,300,0.7,0.45259791916210496,0.4631507737284857,0.8094179894179895
CICIoT2023_R1,Raw,MLP,client_size_above_seed_median,7,300,0.3,0.5894891685562679,0.5818857734245142,0.6239682539682541
CICIoT2023_R1,Raw,MLP,client_size_above_seed_median,8,300,0.5,0.4733958695252579,0.5188305173857644,0.6923555555555556
CICIoT2023_R1,Raw,MLP,client_size_above_seed_median,9,300,0.6,0.5220133758855277,0.5809277357888942,0.6525925925925926
CICIoT2023_R1,Raw,RandomForest,attack_ratio_above_seed_median,0,300,0.4,0.5252714071132583,0.35356989028441466,0.9430555555555556
CICIoT2023_R1,Raw,RandomForest,attack_ratio_above_seed_median,1,300,0.7,0.5817198291527459,0.4943283949090027,0.8452380952380952
CICIoT2023_R1,Raw,RandomForest,attack_ratio_above_seed_median,2,300,0.5,0.3630977456748185,0.297733739625209,0.5713777777777778
CICIoT2023_R1,Raw,RandomForest,attack_ratio_above_seed_median,3,300,0.4,0.5443334912711183,0.4119974617045251,0.885462962962963
CICIoT2023_R1,Raw,RandomForest,attack_ratio_above_seed_median,4,300,0.3,0.4354701383951746,0.3209363923833548,0.6967195767195767
CICIoT2023_R1,Raw,RandomForest,attack_ratio_above_seed_median,5,300,0.5,0.5166743443994933,0.3480099274097799,0.8195111111111111
CICIoT2023_R1,Raw,RandomForest,attack_ratio_above_seed_median,6,300,0.4,0.5033969232743175,0.35359620986259865,0.7967592592592592
CICIoT2023_R1,Raw,RandomForest,attack_ratio_above_seed_median,7,300,0.6,0.43111708652318387,0.3448771918661821,0.6118981481481481
CICIoT2023_R1,Raw,RandomForest,attack_ratio_above_seed_median,8,300,0.5,0.4587023491074201,0.32372062766072307,0.6341777777777778
CICIoT2023_R1,Raw,RandomForest,attack_ratio_above_seed_median,9,300,0.7,0.5964245614352808,0.4365942239383003,0.7546031746031747
CICIoT2023_R1,Raw,RandomForest,client_size_above_seed_median,0,300,0.5,0.5647582861200207,0.5191274566536619,0.5147999999999999
CICIoT2023_R1,Raw,RandomForest,client_size_above_seed_median,1,300,0.4,0.4986750842803184,0.5015715871744015,0.8390277777777778
CICIoT2023_R1,Raw,RandomForest,client_size_above_seed_median,2,300,0.4,0.48409941282791796,0.49619953868101774,0.47078703703703706
CICIoT2023_R1,Raw,RandomForest,client_size_above_seed_median,3,300,0.6,0.5279065265679027,0.49431964273367646,0.5281481481481481
CICIoT2023_R1,Raw,RandomForest,client_size_above_seed_median,4,300,0.4,0.4949595804767021,0.478777449811423,0.34587962962962965
CICIoT2023_R1,Raw,RandomForest,client_size_above_seed_median,5,300,0.6,0.5172278810697194,0.49167982027022095,0.743101851851852
CICIoT2023_R1,Raw,RandomForest,client_size_above_seed_median,6,300,0.7,0.487981901194268,0.4878856668189939,0.8142857142857143
CICIoT2023_R1,Raw,RandomForest,client_size_above_seed_median,7,300,0.3,0.4971272850203805,0.49487842181991104,0.6958730158730159
CICIoT2023_R1,Raw,RandomForest,client_size_above_seed_median,8,300,0.5,0.4539954832060852,0.47675593251509496,0.7005777777777777
CICIoT2023_R1,Raw,RandomForest,client_size_above_seed_median,9,300,0.6,0.46861995500584974,0.4642949071724558,0.6156481481481481
