phase,cell_id,dataset,dataset_protocol,method,beta,alpha_dir,seed,aggregation,model_attack,reported_utility,metric_accuracy,metric_balanced_accuracy,metric_f1,metric_false_negatives,metric_false_positives,metric_false_positives_per_10000_benign,metric_fpr,metric_pr_auc,metric_precision,metric_recall,metric_roc_auc,metric_threshold,metric_true_negatives,metric_true_positives,comm_E2E_broadcast,comm_E2E_unicast,comm_aggregation_seconds,comm_downlink_broadcast,comm_downlink_unicast,comm_empty_rounds,comm_full_candidate_airtime_us,comm_max_client_seconds,comm_metadata_wire,comm_selected_airtime_us,comm_selected_uplink,comm_server_selection_seconds,comm_sum_client_CPU_seconds,comm_wall_clock_seconds
heterogeneity,HET__CICIDS2017_COVERAGE_R1__a1.0__Random-Budget__seed2026,CICIDS2017,CICIDS2017_COVERAGE_R1,Random-Budget,0.4,1.0,2026,FedAvg,clean,honest,0.7651670672165402,0.5005710740869028,0.0029534553206608635,89699,99,3.3839328135521383,0.0003383932813552138,0.17949796734988627,0.5732758620689655,0.0014805414551607445,0.3731737640256636,0.65,292460,133,9024563,27467282,0.014414400022360496,2049191,20491910,0,48063131.0,4.736054099936155,23100,18850507.0,6952272,0.0037116999592399225,34.68424759981281,52.06834050001635
heterogeneity,HET__CICIDS2017_COVERAGE_R1__a1.0__Random-Budget__seed2027,CICIDS2017,CICIDS2017_COVERAGE_R1,Random-Budget,0.4,1.0,2027,FedAvg,clean,honest,0.7649552421474355,0.5003709302583051,0.002596739649107232,89715,164,5.605706883056067,0.0005605706883056068,0.1701204067376333,0.41637010676156583,0.001302431204915843,0.3366267385601262,0.51,292395,117,9238136,27674690,0.013730899940128438,2048506,20485060,0,48268041.0,5.262332400030573,23100,21876576.0,7166530,0.003600200012442656,41.26389790000394,58.708074199967086
heterogeneity,HET__CICIDS2017_COVERAGE_R1__a1.0__Random-Budget__seed2718,CICIDS2017,CICIDS2017_COVERAGE_R1,Random-Budget,0.4,1.0,2718,FedAvg,clean,honest,0.7590842880716335,0.4970470634956698,0.00539816894109518,89582,2542,86.88845668736904,0.008688845668736905,0.228401514079633,0.08954154727793696,0.0027829726600765874,0.5224635276952467,0.52,290017,250,9212383,27649612,0.01464939997822512,2048581,20485810,0,48142525.0,5.077038399947924,23100,19595749.0,7140702,0.003653200008557178,40.618279899761546,57.85955300004571
heterogeneity,HET__CICIDS2017_COVERAGE_R1__a1.0__Random-Budget__seed314,CICIDS2017,CICIDS2017_COVERAGE_R1,Random-Budget,0.4,1.0,314,FedAvg,clean,honest,0.7651775277137799,0.5006049085332142,0.003108555187956569,89692,102,3.486476232144627,0.0003486476232144627,0.1898314670209392,0.5785123966942148,0.0015584646896428889,0.42214447485770357,0.51,292457,140,9062001,27501975,0.014254999987315387,2048886,20488860,0,47556093.0,5.243333899969002,23100,16447205.0,6990015,0.0037958999891998246,38.56651130010141,55.87123649995192
heterogeneity,HET__CICIDS2017_COVERAGE_R1__a1.0__Random-Budget__seed3407,CICIDS2017,CICIDS2017_COVERAGE_R1,Random-Budget,0.4,1.0,3407,FedAvg,clean,honest,0.7641863956003149,0.500801834486356,0.007899572014830951,89473,700,23.926797671580776,0.0023926797671580775,0.1797293444949258,0.33899905571293676,0.00399634873986998,0.3806318728132394,0.57,291859,359,9154670,27592061,0.01517400004377123,2048599,20485990,0,48112843.0,4.9099529000232,23100,19793577.0,7082971,0.0039938000263646245,37.92435370005842,55.10795349997352
heterogeneity,HET__CICIDS2017_COVERAGE_R1__a1.0__Random-Budget__seed42,CICIDS2017,CICIDS2017_COVERAGE_R1,Random-Budget,0.4,1.0,42,FedAvg,clean,honest,0.7646780389705825,0.5002707648740076,0.003057799049423339,89694,291,9.946711603471437,0.0009946711603471437,0.18778737708181753,0.32167832167832167,0.0015362009083622762,0.41808000753044994,0.74,292268,138,9094051,27533953,0.014965000009397045,2048878,20488780,0,48650894.0,5.21152009999787,23100,15919029.0,7022073,0.0038134999631438404,38.598135300009744,55.442426999958116
heterogeneity,HET__CICIDS2017_COVERAGE_R1__a1.0__Random-Budget__seed777,CICIDS2017,CICIDS2017_COVERAGE_R1,Random-Budget,0.4,1.0,777,FedAvg,clean,honest,0.766600155338384,0.5044697275579413,0.019790888722927558,88931,319,10.903783510334668,0.0010903783510334668,0.19060749429769336,0.7385245901639345,0.010029833466916022,0.40531681955180515,0.74,292240,901,9323147,27767585,0.01475700005539693,2049382,20493820,0,48517635.0,5.194247600025847,23100,19353646.0,7250665,0.003990400044131093,39.981244400085416,56.888074999980745
heterogeneity,HET__CICIDS2017_COVERAGE_R1__a1.0__Random-Budget__seed9001,CICIDS2017,CICIDS2017_COVERAGE_R1,Random-Budget,0.4,1.0,9001,FedAvg,clean,honest,0.7633207894537267,0.5031018046664242,0.023773568624066963,88730,1774,60.63734152769185,0.006063734152769185,0.21471818564925274,0.38317107093184977,0.012267343485617596,0.48275417357976713,0.52,290785,1102,9236258,27675800,0.014412400021683425,2048838,20488380,0,48395369.0,5.254584199996316,23100,17408123.0,7164320,0.003657000037492253,41.20980770007009,58.47013980000338
heterogeneity,HET__CICIDS2017_COVERAGE_R1__a1.0__Utility-Only__seed11,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Only,0.4,1.0,11,FedAvg,clean,honest,0.7453078132069008,0.49142624242059674,0.022620075065732693,88705,8687,296.93155910431744,0.029693155910431743,0.1911667714320346,0.11483594864479316,0.012545640751625255,0.43027210100832897,0.55,283872,1127,6413725,24859738,0.012775299954228103,2049557,20495570,3,48481607.0,6.495559199989657,25500,9724652.0,4338668,0.0017856000340543687,46.112948300127755,66.10941020007886
heterogeneity,HET__CICIDS2017_COVERAGE_R1__a1.0__Utility-Only__seed123,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Only,0.4,1.0,123,FedAvg,clean,honest,0.7640477940118884,0.5036463464960877,0.024225120584863626,88712,1514,51.750245249676134,0.005175024524967613,0.18811525280639374,0.425208807896735,0.012467717517143111,0.4037059384545385,0.5,291045,1120,8304465,26737104,0.013224199996329844,2048071,20480710,0,48294944.0,5.016630499972962,25500,19049624.0,6230894,0.0014368000120157376,41.391869199957,58.59677379998902
heterogeneity,HET__CICIDS2017_COVERAGE_R1__a1.0__Utility-Only__seed2026,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Only,0.4,1.0,2026,FedAvg,clean,honest,0.7650180051308739,0.5004813716159271,0.0029958391123439667,89697,158,5.400620045871089,0.0005400620045871089,0.16601025920791912,0.46075085324232085,0.0015028052364413572,0.31231421758082023,0.65,292401,135,8459755,26900395,0.0131857000378659,2048960,20489600,0,47909744.0,4.672558100006427,25500,13750946.0,6385295,0.0014386999973794445,36.01904170005582,53.399020500000915
heterogeneity,HET__CICIDS2017_COVERAGE_R1__a1.0__Utility-Only__seed2027,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Only,0.4,1.0,2027,FedAvg,clean,honest,0.7652952083077269,0.5005661094468502,0.002445286709866732,89722,27,0.9228907673324013,9.228907673324013e-05,0.16828333715849528,0.8029197080291971,0.0012245079704336984,0.31952300202433903,0.69,292532,110,8460985,26897764,0.013356800001929514,2048531,20485310,0,47958971.0,5.289967200005776,25500,19376078.0,6386954,0.001459400009480305,42.4098775000748,60.140566800007946
heterogeneity,HET__CICIDS2017_COVERAGE_R1__a1.0__Utility-Only__seed2718,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Only,0.4,1.0,2718,FedAvg,clean,honest,0.7641523989842857,0.4999928115235641,0.0034255657708628004,89677,509,17.398200021192306,0.0017398200021192306,0.18126766041998407,0.23343373493975902,0.0017254430492474842,0.3903446898329323,0.6,292050,155,8574273,27003330,0.016468800022266805,2047673,20476730,0,47948023.0,6.478283599950373,25500,18018937.0,6501100,0.0018471999501343817,46.34839689992077,65.87160559998301
heterogeneity,HET__CICIDS2017_COVERAGE_R1__a1.0__Utility-Only__seed314,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Only,0.4,1.0,314,FedAvg,clean,honest,0.7647800288186699,0.5002872785476258,0.002771741540644818,89707,239,8.169292347868293,0.0008169292347868293,0.17031226789698287,0.3434065934065934,0.0013914863300382937,0.3349976558500541,0.53,292320,125,8470144,26903521,0.015542199995252304,2048153,20481530,0,47659457.0,6.273145100014517,25500,20665665.0,6396491,0.0017262999463127926,45.39814610010944,65.09042059999774
heterogeneity,HET__CICIDS2017_COVERAGE_R1__a1.0__Utility-Only__seed3407,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Only,0.4,1.0,3407,FedAvg,clean,honest,0.7647094204623017,0.5002874166693825,0.0030361120037231157,89695,278,9.502356789570651,0.0009502356789570651,0.17751400513571397,0.3301204819277108,0.00152506901772197,0.37129979214485276,0.61,292281,137,8332740,26769420,0.015677900009904988,2048520,20485200,0,48335858.0,5.408429000075557,25500,19166002.0,6258720,0.0016176999633898959,41.423259800256346,59.48643570004788
heterogeneity,HET__CICIDS2017_COVERAGE_R1__a1.0__Utility-Only__seed42,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Only,0.4,1.0,42,FedAvg,clean,honest,0.7647251112081613,0.5003400967830214,0.0032793060279405735,89684,283,9.673262487224799,0.0009673262487224799,0.2008419827479364,0.3433874709976798,0.0016475198147653397,0.4497293911465024,0.87,292276,148,8333910,26770689,0.014707400012412108,2048531,20485310,0,48053716.0,5.075404700008221,25500,14503612.0,6259879,0.0015833999641472474,39.33826840018446,56.20736709998164
heterogeneity,HET__CICIDS2017_COVERAGE_R1__a1.0__Utility-Only__seed777,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Only,0.4,1.0,777,FedAvg,clean,honest,0.7645865096197347,0.5002263754332031,0.0031449326718639265,89690,330,11.279776045173794,0.0011279776045173794,0.20267857820087584,0.3008474576271186,0.0015807284709235016,0.4728020518650402,0.58,292229,142,8490509,26926658,0.014467200031504035,2048461,20484610,0,48710621.0,5.126700799926766,25500,20321215.0,6416548,0.0016438999737147242,40.346817900033784,57.427708100003656
heterogeneity,HET__CICIDS2017_COVERAGE_R1__a1.0__Utility-Only__seed9001,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Only,0.4,1.0,9001,FedAvg,clean,honest,0.7545758137613071,0.4975564212239884,0.02384023299355107,88686,5162,176.4430422581428,0.01764430422581428,0.20306755022029815,0.1816740646797717,0.012757146673791077,0.4697590064198539,0.56,287397,1146,8632280,27070976,0.015759100031573325,2048744,20487440,0,48401192.0,6.473330100052408,25500,17790245.0,6558036,0.002071599956252612,46.33958409997285,65.51278459999594
heterogeneity,HET__CICIoT2023_R1__a0.1__CB-Score__seed11,CICIoT2023,CICIoT2023_R1,CB-Score,0.4,0.1,11,FedAvg,clean,honest,0.8386783284742468,0.8843135616595307,0.880472745932167,13899,543,242.06490727532096,0.024206490727532098,0.9814729247798318,0.989894854377966,0.7928336140465935,0.9402063872102429,0.05,21889,53192,1609653,15023253,0.0006105000065872446,1490400,14904000,29,34973394.0,3.7170431000413373,25500,56243.0,93753,0.011549699993338436,26.072013200027868,39.11167660004867
heterogeneity,HET__CICIoT2023_R1__a0.1__CB-Score__seed123,CICIoT2023,CICIoT2023_R1,CB-Score,0.4,0.1,123,FedAvg,clean,honest,0.8871910011952235,0.9040834173935115,0.9203969511378057,8707,1392,620.5420827389444,0.062054208273894434,0.9810994286339221,0.9767130620985011,0.8702210430609173,0.9421297302335401,0.95,21040,58384,4831805,18293492,0.00966669998888392,1495743,14957430,0,35426755.0,2.9484310999832815,25500,9674011.0,3310562,0.012929600023198873,25.239270200021565,38.76059960004932
heterogeneity,HET__CICIoT2023_R1__a0.1__CB-Score__seed2026,CICIoT2023,CICIoT2023_R1,CB-Score,0.4,0.1,2026,FedAvg,clean,honest,0.7786267216246104,0.8503911023551571,0.8271012545584617,19689,129,57.50713266761769,0.005750713266761769,0.9778377778946337,0.9972859817803118,0.706532917977076,0.9280269912694006,0.05,22303,47402,1978542,15398739,0.0012928999931318685,1491133,14911330,26,34363441.0,3.5467711999372113,25500,1007713.0,461909,0.010779800039017573,25.984656999920844,39.611751500022365
heterogeneity,HET__CICIoT2023_R1__a0.1__CB-Score__seed2027,CICIoT2023,CICIoT2023_R1,CB-Score,0.4,0.1,2027,FedAvg,clean,honest,0.872624912033779,0.8965314785743238,0.9089733457863353,10157,1246,555.4564907275321,0.05554564907275321,0.9845045622298515,0.9785837057408044,0.8486086062214008,0.9499090696109067,0.44,21186,56934,4928667,18397392,0.010059200008981861,1496525,14965250,0,35781813.0,2.945045900007244,25500,4716059.0,3406642,0.012604300020029768,24.42965790000744,38.501517600016086
heterogeneity,HET__CICIoT2023_R1__a0.1__CB-Score__seed2718,CICIoT2023,CICIoT2023_R1,CB-Score,0.4,0.1,2718,FedAvg,clean,honest,0.8377735330585436,0.8901046603702667,0.8788568854633267,14411,112,49.92867332382311,0.004992867332382311,0.976419461438757,0.9978784664343082,0.7852021880729159,0.9180094111111166,0.05,22320,52680,1607587,15019756,0.0007764000038150698,1490241,14902410,28,34464391.0,3.1729277999547776,25500,48985.0,91846,0.011741700043785386,25.46658789977664,38.81265349999012
heterogeneity,HET__CICIoT2023_R1__a0.1__CB-Score__seed314,CICIoT2023,CICIoT2023_R1,CB-Score,0.4,0.1,314,FedAvg,clean,honest,0.853992828658557,0.8923351482515998,0.8932918615757636,12380,691,308.0420827389444,0.030804208273894438,0.9799602938114362,0.9875275260820909,0.8154745047770938,0.9328384501868149,0.05,21741,54711,4272570,17735337,0.008570899997721426,1495863,14958630,0,35068138.0,2.913129000007757,25500,7549947.0,2751207,0.010761999976239167,24.869957999922917,39.13412569995853
heterogeneity,HET__CICIoT2023_R1__a0.1__CB-Score__seed3407,CICIoT2023,CICIoT2023_R1,CB-Score,0.4,0.1,3407,FedAvg,clean,honest,0.4096377467243055,0.5923705981656783,0.36465708961952276,51924,927,413.2489300998573,0.041324893009985736,0.833670254924394,0.9424008947433826,0.22606608934134237,0.6555191875520443,0.8,21505,15167,1508970,14860200,0.00024369999300688505,1483470,14834700,30,35197485.0,3.8698611000581877,25500,0.0,0,0.010698900048737414,27.43548650003504,40.39608849998331
heterogeneity,HET__CICIoT2023_R1__a0.1__CB-Score__seed42,CICIoT2023,CICIoT2023_R1,CB-Score,0.4,0.1,42,FedAvg,clean,honest,0.7279916892865521,0.817305967833924,0.7786172098731761,24269,82,36.5549215406562,0.0036554921540656207,0.9741827785530524,0.9980887562931196,0.6382674278219135,0.919403238667621,0.05,22350,42822,1830763,15253597,0.0017105999577324837,1491426,14914260,24,31730220.0,4.357308100006776,25500,149201.0,313837,0.009582200000295416,29.59364549993188,43.05632950003201
heterogeneity,HET__CICIoT2023_R1__a0.1__CB-Score__seed777,CICIoT2023,CICIoT2023_R1,CB-Score,0.4,0.1,777,FedAvg,clean,honest,0.8892351686158865,0.9066935465214694,0.9218486467741681,8608,1308,583.0955777460771,0.0583095577746077,0.9862526021881086,0.9781237978960045,0.8716966508175463,0.9592014370436593,0.95,21124,58483,4227733,17698771,0.00865920002979692,1496782,14967820,0,34922235.0,2.89488809996692,25500,5610768.0,2705451,0.011345000020810403,24.44092039996758,38.520458100014366
heterogeneity,HET__CICIoT2023_R1__a0.1__CB-Score__seed9001,CICIoT2023,CICIoT2023_R1,CB-Score,0.4,0.1,9001,FedAvg,clean,honest,0.8529428191637903,0.8855662652473781,0.8931559768538432,12065,1100,490.3708987161198,0.04903708987161198,0.9828546596204142,0.9804012400669921,0.8201696203663681,0.9470620969754687,0.17,21332,55026,1562546,14972636,0.0005071000196039677,1490010,14900100,29,35699454.0,2.8280239000014262,25500,62715.0,47036,0.012600899950484745,24.071111300145276,36.89402569997765
heterogeneity,HET__CICIoT2023_R1__a0.1__Full-Contextual__seed11,CICIoT2023,CICIoT2023_R1,Full-Contextual,,0.1,11,FedAvg,clean,honest,0.7494275214190766,0.5,0.856768871237565,0,22432,10000.0,1.0,0.734439469940611,0.7494275214190766,1.0,0.46030177369598146,0.05,0,67091,13109149,26543035,0.04723980007111095,1492654,14926540,0,30859913.0,2.895131000026595,0,30859913.0,11616495,0.00022580003133043647,24.397785000008298,36.978481999991345
heterogeneity,HET__CICIoT2023_R1__a0.1__Full-Contextual__seed123,CICIoT2023,CICIoT2023_R1,Full-Contextual,,0.1,123,FedAvg,clean,honest,0.7494275214190766,0.5,0.856768871237565,0,22432,10000.0,1.0,0.7252215452328434,0.7494275214190766,1.0,0.43648069470328493,0.05,0,67091,14780300,28205204,0.048217400020803325,1491656,14916560,0,34909752.0,3.1879521000228124,0,34909752.0,13288644,0.00022879999596625566,25.684617799939588,38.19058120007685
heterogeneity,HET__CICIoT2023_R1__a0.1__Full-Contextual__seed2026,CICIoT2023,CICIoT2023_R1,Full-Contextual,,0.1,2026,FedAvg,clean,honest,0.8864649307999062,0.8878124094276875,0.921166524470643,7708,2456,1094.864479315264,0.10948644793152638,0.9793736508626896,0.9602839631947476,0.8851112667869013,0.930216740214937,0.95,19976,59383,14872663,28328725,0.04847549999249168,1495118,14951180,0,34791039.0,2.773404399966239,0,34791039.0,13377545,0.0002271999401273206,24.07317080014036,37.253638100009994
heterogeneity,HET__CICIoT2023_R1__a0.1__Full-Contextual__seed2027,CICIoT2023,CICIoT2023_R1,Full-Contextual,,0.1,2027,FedAvg,clean,honest,0.8951330942886185,0.9160588505464431,0.9258908413457744,8446,942,419.9358059914408,0.04199358059914408,0.9877279794240451,0.9841911826405089,0.8741112816920302,0.9601018179239214,0.79,21490,58645,14877965,28330364,0.04709019999427255,1494711,14947110,0,34928900.0,2.8119785999442684,0,34928900.0,13383254,0.000228599994443357,24.346506500034593,38.40712580012041
heterogeneity,HET__CICIoT2023_R1__a0.1__Full-Contextual__seed2718,CICIoT2023,CICIoT2023_R1,Full-Contextual,,0.1,2718,FedAvg,clean,honest,0.7494275214190766,0.5,0.856768871237565,0,22432,10000.0,1.0,0.7403740916925725,0.7494275214190766,1.0,0.47611492104714975,0.05,0,67091,14233924,27665182,0.05093529999430757,1492362,14923620,0,33471479.0,3.087404499994591,0,33471479.0,12741562,0.00023320001491811126,25.68734819999372,38.07620340002177
heterogeneity,HET__CICIoT2023_R1__a0.1__Full-Contextual__seed314,CICIoT2023,CICIoT2023_R1,Full-Contextual,,0.1,314,FedAvg,clean,honest,0.8945969192274611,0.9150186244475454,0.9255377913858682,8448,988,440.44222539229673,0.04404422253922967,0.9870146593509415,0.9834314366688467,0.8740814714343206,0.9569640534139644,0.61,21444,58643,14616000,28076688,0.04726130000199191,1495632,14956320,0,34299925.0,2.762581200047862,0,34299925.0,13120368,0.00024210002447944134,23.70223619999888,37.26073570002336
heterogeneity,HET__CICIoT2023_R1__a0.1__Full-Contextual__seed3407,CICIoT2023,CICIoT2023_R1,Full-Contextual,,0.1,3407,FedAvg,clean,honest,0.8817063771321336,0.9090890290363179,0.915420739888825,9782,808,360.1997146932953,0.03601997146932953,0.9849700955589435,0.9860970112015417,0.8541980295419654,0.9515445570009656,0.9,21624,57309,14729147,28183148,0.04795619999640621,1494889,14948890,0,34614609.0,2.8275658000202384,0,34614609.0,13234258,0.00022990003344602883,23.93160190008348,36.17266190005466
heterogeneity,HET__CICIoT2023_R1__a0.1__Full-Contextual__seed42,CICIoT2023,CICIoT2023_R1,Full-Contextual,,0.1,42,FedAvg,clean,honest,0.8628285468538811,0.8324724457510188,0.9070738868541333,7157,5123,2283.7910128388016,0.22837910128388017,0.9782966044637897,0.9212536698587392,0.8933239927859177,0.9316490023658117,0.95,17309,59934,14472912,27925068,0.04699609997624066,1494684,14946840,0,33375515.0,3.173993199990946,0,33375515.0,12978228,0.0002403000253252685,25.207838999980595,37.97938170001726
heterogeneity,HET__CICIoT2023_R1__a0.1__Full-Contextual__seed777,CICIoT2023,CICIoT2023_R1,Full-Contextual,,0.1,777,FedAvg,clean,honest,0.7494275214190766,0.5,0.856768871237565,0,22432,10000.0,1.0,0.7220088524016974,0.7494275214190766,1.0,0.42920522735307604,0.05,0,67091,14914740,28356447,0.04906739998841658,1493523,14935230,0,34822143.0,3.2980529000487877,0,34822143.0,13421217,0.00023870007134974003,25.52821980002045,38.80079889998888
heterogeneity,HET__CICIoT2023_R1__a0.1__Full-Contextual__seed9001,CICIoT2023,CICIoT2023_R1,Full-Contextual,,0.1,9001,FedAvg,clean,honest,0.8663918769478235,0.8259327636547724,0.9105177715102231,6237,5724,2551.7118402282454,0.2551711840228245,0.9791713128081022,0.9140256541199796,0.9070367113323695,0.9374653491634874,0.95,16708,60854,14770983,28217460,0.04689599994162563,1494053,14940530,0,34685489.0,3.728815500071505,0,34685489.0,13276930,0.00022280003759078681,25.465074000196182,37.9396649999544
heterogeneity,HET__CICIoT2023_R1__a0.1__Oort-Style-Adapted__seed11,CICIoT2023,CICIoT2023_R1,Oort-Style-Adapted,0.4,0.1,11,FedAvg,clean,honest,0.8883192028864091,0.9098658768172749,0.9208330034048618,8945,1053,469.41868758915837,0.04694186875891584,0.9856119741948923,0.9822125373739421,0.8666736223934656,0.9519327737465654,0.28,21379,58146,3321706,16788451,0.007493599958252162,1496305,14963050,1,34647504.0,2.974631799996132,25500,1088840.0,1799901,0.003380599999218248,24.459038200002396,37.38396470004227
heterogeneity,HET__CICIoT2023_R1__a0.1__Oort-Style-Adapted__seed123,CICIoT2023,CICIoT2023_R1,Oort-Style-Adapted,0.4,0.1,123,FedAvg,clean,honest,0.8832367101191873,0.9020238534394414,0.9173251077628821,9100,1353,603.1562054208274,0.06031562054208274,0.9816621863224371,0.9772007279590186,0.8643633274209656,0.943044588663733,0.95,21079,57991,4657031,18123686,0.008555100022931583,1496295,14962950,0,35618384.0,2.9506687999673886,25500,10815021.0,3135236,0.0033070999634219334,25.034423699966283,38.36855409992859
heterogeneity,HET__CICIoT2023_R1__a0.1__Oort-Style-Adapted__seed2026,CICIoT2023,CICIoT2023_R1,Oort-Style-Adapted,0.4,0.1,2026,FedAvg,clean,honest,0.8803771097930141,0.9040478077436546,0.9147705115042698,9621,1088,485.02139800285306,0.04850213980028531,0.9846814757238209,0.9814201304689368,0.8565977552875944,0.9493195698377686,0.23,21344,57470,3633187,17084911,0.006112999966717325,1494636,14946360,10,34114017.0,3.077723300026264,25500,4393030.0,2113051,0.0033334999898215756,25.346800299957977,39.08499050005048
heterogeneity,HET__CICIoT2023_R1__a0.1__Oort-Style-Adapted__seed2027,CICIoT2023,CICIoT2023_R1,Oort-Style-Adapted,0.4,0.1,2027,FedAvg,clean,honest,0.8585614869921696,0.9024753435600307,0.8961671559542749,12449,213,94.95363766048501,0.009495363766048502,0.9863370920417445,0.9961170358217117,0.8144460508861099,0.9558835764239006,0.05,22219,54642,5428871,18900530,0.011450699996203184,1496851,14968510,0,35736549.0,3.7558468999923207,25500,6500942.0,3906520,0.004219800001010299,31.720767800172325,49.232169400012936
heterogeneity,HET__CICIoT2023_R1__a0.1__Oort-Style-Adapted__seed2718,CICIoT2023,CICIoT2023_R1,Oort-Style-Adapted,0.4,0.1,2718,FedAvg,clean,honest,0.8523731331613105,0.9007353833895756,0.8908400099116214,13164,52,23.1811697574893,0.0023181169757489303,0.9790110824473224,0.9990366624057504,0.8037888837549001,0.9293546540605707,0.05,22380,53927,1788771,15220110,0.0015321000391850248,1492371,14923710,24,34563964.0,3.038021399974241,25500,144482.0,270900,0.003244199979235418,25.190895900057512,38.321647099990514
heterogeneity,HET__CICIoT2023_R1__a0.1__Oort-Style-Adapted__seed314,CICIoT2023,CICIoT2023_R1,Oort-Style-Adapted,0.4,0.1,314,FedAvg,clean,honest,0.88566066820817,0.9091159209931212,0.918706418666709,9252,984,438.65905848787446,0.04386590584878745,0.988278780239,0.983271849446645,0.86209774783503,0.9620060092652918,0.12,21448,57839,5608480,19078681,0.010154099989449605,1496689,14966890,0,34981034.0,2.8397179999738,25500,11835127.0,4086291,0.0034426000056555495,24.480516599971452,38.34279900002002
heterogeneity,HET__CICIoT2023_R1__a0.1__Oort-Style-Adapted__seed3407,CICIoT2023,CICIoT2023_R1,Oort-Style-Adapted,0.4,0.1,3407,FedAvg,clean,honest,0.4096377467243055,0.5923705981656783,0.36465708961952276,51924,927,413.2489300998573,0.041324893009985736,0.833670254924394,0.9424008947433826,0.22606608934134237,0.6555191875520443,0.8,21505,15167,1508970,14860200,0.0002352999581489712,1483470,14834700,30,35197485.0,3.8365208000177518,25500,0.0,0,0.002938200006610714,27.243966500042006,40.05146039991814
heterogeneity,HET__CICIoT2023_R1__a0.1__Oort-Style-Adapted__seed42,CICIoT2023,CICIoT2023_R1,Oort-Style-Adapted,0.4,0.1,42,FedAvg,clean,honest,0.7494275214190766,0.5,0.856768871237565,0,22432,10000.0,1.0,0.8212751187077765,0.7494275214190766,1.0,0.6456990275929018,0.05,0,67091,3129100,16572661,0.007801800005836412,1493729,14937290,0,31098408.0,3.598935900023207,25500,762905.0,1609871,0.003385300049558282,26.62299069990695,40.009720500034746
heterogeneity,HET__CICIoT2023_R1__a0.1__Oort-Style-Adapted__seed777,CICIoT2023,CICIoT2023_R1,Oort-Style-Adapted,0.4,0.1,777,FedAvg,clean,honest,0.8908101828580365,0.9133082413099325,0.9225883601403309,8842,933,415.92368045649073,0.04159236804564907,0.987324418454024,0.9842350714744348,0.868208850665514,0.9578787191512472,0.14,21499,58249,4841324,18316403,0.009338599993498065,1497231,14972310,0,35452484.0,2.911915799981216,25500,4636919.0,3318593,0.003518500001518987,24.938840999937383,39.07799439999508
heterogeneity,HET__CICIoT2023_R1__a0.1__Oort-Style-Adapted__seed9001,CICIoT2023,CICIoT2023_R1,Oort-Style-Adapted,0.4,0.1,9001,FedAvg,clean,honest,0.8844095930654692,0.9048983927890986,0.9180408370162683,9136,1212,540.299572039943,0.0540299572039943,0.9860949251623085,0.9795156083627697,0.8638267427821914,0.9543333586367919,0.19,21220,57955,1796403,15233241,0.0013233999925432727,1492982,14929820,25,35052518.0,2.949502500036033,25500,558023.0,277921,0.0034086999512510374,24.811548500074423,38.034568200062495
heterogeneity,HET__CICIoT2023_R1__a0.1__Oracle-Score-Exact__seed11,CICIoT2023,CICIoT2023_R1,Oracle-Score-Exact,0.4,0.1,11,FedAvg,clean,honest,0.8386783284742468,0.8843135616595307,0.880472745932167,13899,543,242.06490727532096,0.024206490727532098,0.9814729247798318,0.989894854377966,0.7928336140465935,0.9402063872102429,0.05,21889,53192,1609653,15023253,0.0006530000682687387,1490400,14904000,29,34973394.0,4.493569899961585,25500,56243.0,93753,0.014259099960327148,32.97710549981275,49.18168919996242
heterogeneity,HET__CICIoT2023_R1__a0.1__Oracle-Score-Exact__seed123,CICIoT2023,CICIoT2023_R1,Oracle-Score-Exact,0.4,0.1,123,FedAvg,clean,honest,0.8871910011952235,0.9040834173935115,0.9203969511378057,8707,1392,620.5420827389444,0.062054208273894434,0.9810994286339221,0.9767130620985011,0.8702210430609173,0.9421297302335401,0.95,21040,58384,4831805,18293492,0.012138199977925979,1495743,14957430,0,35426755.0,3.7713992999924812,25500,9674011.0,3310562,0.016921399990678765,32.09932170002139,48.441145799923106
heterogeneity,HET__CICIoT2023_R1__a0.1__Oracle-Score-Exact__seed2026,CICIoT2023,CICIoT2023_R1,Oracle-Score-Exact,0.4,0.1,2026,FedAvg,clean,honest,0.7786267216246104,0.8503911023551571,0.8271012545584617,19689,129,57.50713266761769,0.005750713266761769,0.9778377778946337,0.9972859817803118,0.706532917977076,0.9280269912694006,0.05,22303,47402,1978542,15398739,0.0017015999765135348,1491133,14911330,26,34363441.0,4.005886099970667,25500,1007713.0,461909,0.012984600034542382,30.07665519998409,45.92261109990068
