cell_id,dataset_protocol,selection,aggregation,model_attack,reported_utility,beta,seed,rounds,role,expected,test_F1,test_PR_AUC,test_FPR,mean_malicious_selection_rate,mean_malicious_budget_fraction,malicious_reported_utility_mean,malicious_actual_utility_mean,benign_reported_utility_mean,malicious_update_norm_mean,benign_update_norm_mean,malicious_cosine_to_benign_mean,clean_F1,clean_PR_AUC,clean_FPR,attack_success_F1_drop,attack_success_PR_AUC_drop,attack_success_FPR_increase,honest_F1,honest_PR_AUC,honest_FPR,honest_malicious_selection_rate,honest_malicious_budget_fraction,forged_minus_honest_F1,forged_minus_honest_PR_AUC,forged_minus_honest_FPR,forged_minus_honest_malicious_selection_rate,forged_minus_honest_malicious_budget_fraction
ROB__CICIDS2017_COVERAGE_R1__CB-Score__FedAvg__sign-flip__honest__seed2027,CICIDS2017_COVERAGE_R1,CB-Score,FedAvg,sign-flip,honest,0.4,2027,30,core_12_cell_factorial,1,0.0,0.23323785914619247,0.016441128114329077,0.04444444444444444,0.04468938636039286,0.03531856567063811,0.03531856567063811,0.03048880878956113,11.085461614377275,1.7822343606540276,-0.9495701753430896,0.015744274809160304,0.23544067808558422,0.005694577845836224,0.015744274809160304,0.002202818939391754,0.010746550268492853,0.0,0.23323785914619247,0.016441128114329077,0.04444444444444444,0.04468938636039286,0.0,0.0,0.0,0.0,0.0
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__clean__honest__seed42,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,clean,honest,0.4,42,30,core_12_cell_factorial,1,0.0028331100520501613,0.1952588607280155,0.0037770159181566795,0.0,0.0,,,0.11796987756912136,,1.1901458597494066,,0.0028331100520501613,0.1952588607280155,0.0037770159181566795,0.0,0.0,0.0,0.0028331100520501613,0.1952588607280155,0.0037770159181566795,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__clean__honest__seed123,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,clean,honest,0.4,123,30,core_12_cell_factorial,1,0.0031515846079252434,0.17899812932918702,0.0026422020857331343,0.0,0.0,,,0.04752181751355835,,0.9963459130344,,0.0031515846079252434,0.17899812932918702,0.0026422020857331343,0.0,0.0,0.0,0.0031515846079252434,0.17899812932918702,0.0026422020857331343,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__clean__honest__seed777,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,clean,honest,0.4,777,30,core_12_cell_factorial,1,0.02369703155745899,0.18158756038871926,0.013928814358813093,0.0,0.0,,,0.06512399785643828,,1.0383100905230305,,0.02369703155745899,0.18158756038871926,0.013928814358813093,0.0,0.0,0.0,0.02369703155745899,0.18158756038871926,0.013928814358813093,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__clean__honest__seed2026,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,clean,honest,0.4,2026,30,core_12_cell_factorial,1,0.0031631453019181637,0.175399898446665,0.029559849466261508,0.0,0.0,,,0.10160016904123086,,1.1522898999130176,,0.0031631453019181637,0.175399898446665,0.029559849466261508,0.0,0.0,0.0,0.0031631453019181637,0.175399898446665,0.029559849466261508,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__clean__honest__seed3407,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,clean,honest,0.4,3407,30,core_12_cell_factorial,1,0.0024412707924143058,0.16980657040519362,0.0005981699417895194,0.0,0.0,,,0.05899105968620375,,1.0506701575108468,,0.0024412707924143058,0.16980657040519362,0.0005981699417895194,0.0,0.0,0.0,0.0024412707924143058,0.16980657040519362,0.0005981699417895194,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__clean__honest__seed11,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,clean,honest,0.4,11,30,core_12_cell_factorial,1,0.0027097709298295365,0.1696530650959771,0.017945098253685583,0.0,0.0,,,0.02094289430866637,,1.0533151588494272,,0.0027097709298295365,0.1696530650959771,0.017945098253685583,0.0,0.0,0.0,0.0027097709298295365,0.1696530650959771,0.017945098253685583,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__clean__honest__seed314,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,clean,honest,0.4,314,30,core_12_cell_factorial,1,0.0028591376043086538,0.16664459869781661,0.0009433994510508991,0.0,0.0,,,0.06046583581340452,,1.0979870229938258,,0.0028591376043086538,0.16664459869781661,0.0009433994510508991,0.0,0.0,0.0,0.0028591376043086538,0.16664459869781661,0.0009433994510508991,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__clean__honest__seed2718,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,clean,honest,0.4,2718,30,core_12_cell_factorial,1,0.0029496889519732977,0.18219540520576377,0.0007314763859597552,0.0,0.0,,,0.04403710203013236,,1.0588071633008678,,0.0029496889519732977,0.18219540520576377,0.0007314763859597552,0.0,0.0,0.0,0.0029496889519732977,0.18219540520576377,0.0007314763859597552,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__clean__honest__seed9001,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,clean,honest,0.4,9001,30,core_12_cell_factorial,1,0.0028459009324637526,0.1772064667922184,0.009574137182585393,0.0,0.0,,,0.062427630272166086,,1.2111190517884394,,0.0028459009324637526,0.1772064667922184,0.009574137182585393,0.0,0.0,0.0,0.0028459009324637526,0.1772064667922184,0.009574137182585393,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__clean__honest__seed2027,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,clean,honest,0.4,2027,30,core_12_cell_factorial,1,0.0032885298726522323,0.2220045430245922,0.0021773385881138506,0.0,0.0,,,0.038487302299343225,,1.0423559457139437,,0.0032885298726522323,0.2220045430245922,0.0021773385881138506,0.0,0.0,0.0,0.0032885298726522323,0.2220045430245922,0.0021773385881138506,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__label-flip__honest__seed42,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,label-flip,honest,0.4,42,30,core_12_cell_factorial,1,0.002807529484586221,0.22941081962166154,0.0017500743439784795,0.14166666666666666,0.14225544993460223,-0.13915663457631405,-0.13915663457631405,0.1137543330360655,1.650556295940729,1.2440553850868263,0.40859036752954125,0.0028331100520501613,0.1952588607280155,0.0037770159181566795,2.5580567463940294e-05,-0.034151958893646056,-0.0020269415741781998,0.002807529484586221,0.22941081962166154,0.0017500743439784795,0.14166666666666666,0.14225544993460223,0.0,0.0,0.0,0.0,0.0
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__label-flip__honest__seed123,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,label-flip,honest,0.4,123,30,core_12_cell_factorial,1,0.0028641843735429293,0.17544317558812986,0.0003999193325107072,0.0,0.0,-0.597787366343289,-0.597787366343289,0.030389811960024167,1.7098781057376435,0.9538231240478549,0.05941384497822986,0.0031515846079252434,0.17899812932918702,0.0026422020857331343,0.00028740023438231406,0.0035549537410571597,-0.002242282753222427,0.0028641843735429293,0.17544317558812986,0.0003999193325107072,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__label-flip__honest__seed777,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,label-flip,honest,0.4,777,30,core_12_cell_factorial,1,0.0024401876726155482,0.16650397578300874,0.0007348944999128381,0.008333333333333333,0.008305763515168365,-0.614759070672976,-0.614759070672976,0.04187361968597558,1.8145205326228235,1.04346220918078,0.1591351702912814,0.02369703155745899,0.18158756038871926,0.013928814358813093,0.02125684388484344,0.01508358460571052,-0.013193919858900255,0.0024401876726155482,0.16650397578300874,0.0007348944999128381,0.008333333333333333,0.008305763515168365,0.0,0.0,0.0,0.0,0.0
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__label-flip__honest__seed2026,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,label-flip,honest,0.4,2026,30,core_12_cell_factorial,1,0.002620038856508465,0.1723005118474765,0.000427264244135371,0.025,0.024876734386014267,-0.3613624448718219,-0.3613624448718219,0.16420718380187654,1.856082795949499,1.2305828381804227,0.4430711352162891,0.0031631453019181637,0.175399898446665,0.029559849466261508,0.0005431064454096985,0.003099386599188514,-0.029132585222126136,0.002620038856508465,0.1723005118474765,0.000427264244135371,0.025,0.024876734386014267,0.0,0.0,0.0,0.0,0.0
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__label-flip__honest__seed3407,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,label-flip,honest,0.4,3407,30,core_12_cell_factorial,1,0.0026652156048373662,0.16663140882321237,0.0003315570534490479,0.09444444444444443,0.09381242579953515,-0.2195571285393962,-0.2195571285393962,0.059812657647027645,1.7777917292541332,0.9877582908362664,-0.029719616904023697,0.0024412707924143058,0.16980657040519362,0.0005981699417895194,-0.00022394481242306048,0.0031751615819812506,-0.0002666128883404715,0.0026652156048373662,0.16663140882321237,0.0003315570534490479,0.09444444444444443,0.09381242579953515,0.0,0.0,0.0,0.0,0.0
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__label-flip__honest__seed11,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,label-flip,honest,0.4,11,30,core_12_cell_factorial,1,0.012639575624611153,0.190487255126161,0.004122245427418059,0.025,0.02496977502965877,-0.45890398450323666,-0.45890398450323666,0.09233641026118572,1.8241386347640722,1.021220519718768,-0.22266448540095654,0.0027097709298295365,0.1696530650959771,0.017945098253685583,-0.009929804694781616,-0.020834190030183886,-0.013822852826267523,0.012639575624611153,0.190487255126161,0.004122245427418059,0.025,0.02496977502965877,0.0,0.0,0.0,0.0,0.0
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__label-flip__honest__seed314,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,label-flip,honest,0.4,314,30,core_12_cell_factorial,1,0.002445286709866732,0.16307176716191643,9.228907673324013e-05,0.025,0.024957548280084355,-0.4756607202254499,-0.4756607202254499,0.031442893962912805,1.7409255222257662,1.0508486260118481,0.09043361746395627,0.0028591376043086538,0.16664459869781661,0.0009433994510508991,0.0004138508944419219,0.003572831535900184,-0.000851110374317659,0.002445286709866732,0.16307176716191643,9.228907673324013e-05,0.025,0.024957548280084355,0.0,0.0,0.0,0.0,0.0
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__label-flip__honest__seed2718,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,label-flip,honest,0.4,2718,30,core_12_cell_factorial,1,0.003194214921863736,0.18909416383971372,0.000639187309226515,0.11666666666666667,0.11600682142866876,-0.5229824038424322,-0.5229824038424322,0.05250444349298843,1.7614941598833285,1.0391146781310452,-0.27418539720690915,0.0029496889519732977,0.18219540520576377,0.0007314763859597552,-0.00024452596989043814,-0.006898758633949953,-9.228907673324016e-05,0.003194214921863736,0.18909416383971372,0.000639187309226515,0.11666666666666667,0.11600682142866876,0.0,0.0,0.0,0.0,0.0
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__label-flip__honest__seed9001,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,label-flip,honest,0.4,9001,30,core_12_cell_factorial,1,0.0032367122983982706,0.18277974267661037,0.0008100930068806634,0.0861111111111111,0.08549124847203596,-0.3580653039672379,-0.3580653039672379,0.16040318550487787,1.9121243379567918,1.0980113817957358,-0.28595531476247643,0.0028459009324637526,0.1772064667922184,0.009574137182585393,-0.00039081136593451795,-0.005573275884391965,-0.008764044175704729,0.0032367122983982706,0.18277974267661037,0.0008100930068806634,0.0861111111111111,0.08549124847203596,0.0,0.0,0.0,0.0,0.0
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__label-flip__honest__seed2027,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,label-flip,honest,0.4,2027,30,core_12_cell_factorial,1,0.017764051342708198,0.2346446830945898,0.0022730457788001737,0.041666666666666664,0.04155069134749049,-0.4196621222506308,-0.4196621222506308,0.022449646478578635,1.8384764703890526,0.995495630733112,-0.22235066725148095,0.0032885298726522323,0.2220045430245922,0.0021773385881138506,-0.014475521470055966,-0.012640140069997613,9.570719068632307e-05,0.017764051342708198,0.2346446830945898,0.0022730457788001737,0.041666666666666664,0.04155069134749049,0.0,0.0,0.0,0.0,0.0
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__sign-flip__honest__seed42,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,sign-flip,honest,0.4,42,30,core_12_cell_factorial,1,0.001656982524357643,0.2289902465565028,0.002115812536958357,0.27777777777777773,0.28043029944144704,0.26414848565390775,0.26414848565390775,0.1937407540016682,6.8415932208463355,1.3391581010604612,-0.7488117062383228,0.0028331100520501613,0.1952588607280155,0.0037770159181566795,0.0011761275276925183,-0.03373138582848731,-0.0016612033811983225,0.001656982524357643,0.2289902465565028,0.002115812536958357,0.27777777777777773,0.28043029944144704,0.0,0.0,0.0,0.0,0.0
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__sign-flip__honest__seed123,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,sign-flip,honest,0.4,123,30,core_12_cell_factorial,1,0.020889891952594337,0.18597148375632713,0.003175427862414077,0.225,0.22819494431728093,0.040638794223433035,0.040638794223433035,0.0365504317930977,4.852344900863619,0.9943807781106813,-0.5564090306560199,0.0031515846079252434,0.17899812932918702,0.0026422020857331343,-0.017738307344669094,-0.006973354427140116,0.0005332257766809427,0.020889891952594337,0.18597148375632713,0.003175427862414077,0.225,0.22819494431728093,0.0,0.0,0.0,0.0,0.0
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__sign-flip__honest__seed777,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,sign-flip,honest,0.4,777,30,core_12_cell_factorial,1,0.011789600967351875,0.1720151372875079,0.0526389548774777,0.041666666666666664,0.04228404332165384,0.03900052576634896,0.03900052576634896,0.09669063354616045,5.071840097020766,1.0488939184416948,-0.6147527108589809,0.02369703155745899,0.18158756038871926,0.013928814358813093,0.011907430590107114,0.00957242310121137,0.03871014051866461,0.011789600967351875,0.1720151372875079,0.0526389548774777,0.041666666666666664,0.04228404332165384,0.0,0.0,0.0,0.0,0.0
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__sign-flip__honest__seed2026,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,sign-flip,honest,0.4,2026,30,core_12_cell_factorial,1,0.0028611668681312588,0.1750611317936722,0.0007246401580535892,0.10555555555555556,0.10723383779471267,0.06767604550773385,0.06767604550773385,0.07032553564811944,5.3308122274781615,1.176486855991401,-0.7647722913159265,0.0031631453019181637,0.175399898446665,0.029559849466261508,0.0003019784337869049,0.00033876665299281683,-0.028835209308207918,0.0028611668681312588,0.1750611317936722,0.0007246401580535892,0.10555555555555556,0.10723383779471267,0.0,0.0,0.0,0.0,0.0
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__sign-flip__honest__seed3407,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,sign-flip,honest,0.4,3407,30,core_12_cell_factorial,1,0.0,0.23491400346788016,0.0,0.13333333333333333,0.13457875013574677,0.16267999926136387,0.16267999926136387,0.12396478412786988,9.4167089299421,1.6516651780560863,-0.8932200332482656,0.0024412707924143058,0.16980657040519362,0.0005981699417895194,0.0024412707924143058,-0.06510743306268654,-0.0005981699417895194,0.0,0.23491400346788016,0.0,0.13333333333333333,0.13457875013574677,0.0,0.0,0.0,0.0,0.0
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__sign-flip__honest__seed11,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,sign-flip,honest,0.4,11,30,core_12_cell_factorial,1,0.38192903242264226,0.2781752640933339,0.9938097956309667,0.07777777777777777,0.07823547979872116,0.06787100469291449,0.06787100469291449,0.04626734689961489,10.861914249791619,2.0304720908842238,-0.9650412215126886,0.0027097709298295365,0.1696530650959771,0.017945098253685583,-0.3792192614928127,-0.10852219899735677,0.9758646973772811,0.38192903242264226,0.2781752640933339,0.9938097956309667,0.07777777777777777,0.07823547979872116,0.0,0.0,0.0,0.0,0.0
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__sign-flip__honest__seed314,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,sign-flip,honest,0.4,314,30,core_12_cell_factorial,1,0.0034835139395676474,0.1737447438371072,0.0024712963880789856,0.23888888888888887,0.24017881363159826,0.13291069188749732,0.13291069188749732,0.11581825750521517,6.294803961277299,1.121321062380697,-0.635279462320937,0.0028591376043086538,0.16664459869781661,0.0009433994510508991,-0.0006243763352589936,-0.007100145139290581,0.0015278969370280866,0.0034835139395676474,0.1737447438371072,0.0024712963880789856,0.23888888888888887,0.24017881363159826,0.0,0.0,0.0,0.0,0.0
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__sign-flip__honest__seed2718,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,sign-flip,honest,0.4,2718,30,core_12_cell_factorial,1,0.0006535215475390245,0.17872439388147413,0.05894537512091578,0.1805555555555555,0.18300837099162315,0.253021226471281,0.253021226471281,0.19620228246867555,5.964063332291366,1.2451959023474675,-0.803808151351081,0.0029496889519732977,0.18219540520576377,0.0007314763859597552,0.0022961674044342734,0.0034710113242896468,0.05821389873495603,0.0006535215475390245,0.17872439388147413,0.05894537512091578,0.1805555555555555,0.18300837099162315,0.0,0.0,0.0,0.0,0.0
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__sign-flip__honest__seed9001,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,sign-flip,honest,0.4,9001,30,core_12_cell_factorial,1,0.0031624923978548127,0.178861947223164,0.0015723324184181652,0.05,0.0506519023041107,0.015651297618140204,0.015651297618140204,0.06422962099767364,5.613604386776222,1.1298152365258347,-0.5850179447068109,0.0028459009324637526,0.1772064667922184,0.009574137182585393,-0.00031659146539106007,-0.0016554804309455995,-0.008001804764167227,0.0031624923978548127,0.178861947223164,0.0015723324184181652,0.05,0.0506519023041107,0.0,0.0,0.0,0.0,0.0
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__sign-flip__honest__seed2027,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,sign-flip,honest,0.4,2027,30,core_12_cell_factorial,1,0.0,0.23323785914619247,0.016441128114329077,0.04444444444444444,0.04468938636039286,0.03531856567063811,0.03531856567063811,0.03048880878956113,11.085461614377275,1.7822343606540276,-0.9495701753430896,0.0032885298726522323,0.2220045430245922,0.0021773385881138506,0.0032885298726522323,-0.011233316121600279,0.014263789526215227,0.0,0.23323785914619247,0.016441128114329077,0.04444444444444444,0.04468938636039286,0.0,0.0,0.0,0.0,0.0
ROB__CICIoT2023_R1__CB-Score__FedAvg__clean__honest__seed42,CICIoT2023_R1,CB-Score,FedAvg,clean,honest,0.4,42,30,core_12_cell_factorial,1,0.9253154109185238,0.9887521200865584,0.056481811697574894,0.0,0.0,,,0.060246030674468425,,1.0601697331695041,,0.9253154109185238,0.9887521200865584,0.056481811697574894,0.0,0.0,0.0,0.9253154109185238,0.9887521200865584,0.056481811697574894,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROB__CICIoT2023_R1__CB-Score__FedAvg__clean__honest__seed123,CICIoT2023_R1,CB-Score,FedAvg,clean,honest,0.4,123,30,core_12_cell_factorial,1,0.918118951020635,0.9875743431075205,0.04640691868758916,0.0,0.0,,,-0.033586578651219945,,0.8636010500057512,,0.918118951020635,0.9875743431075205,0.04640691868758916,0.0,0.0,0.0,0.918118951020635,0.9875743431075205,0.04640691868758916,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROB__CICIoT2023_R1__CB-Score__FedAvg__clean__honest__seed777,CICIoT2023_R1,CB-Score,FedAvg,clean,honest,0.4,777,30,core_12_cell_factorial,1,0.9200313695667672,0.9877472308892781,0.047922610556348076,0.0,0.0,,,0.007061406083589284,,0.9248373399491648,,0.9200313695667672,0.9877472308892781,0.047922610556348076,0.0,0.0,0.0,0.9200313695667672,0.9877472308892781,0.047922610556348076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROB__CICIoT2023_R1__CB-Score__FedAvg__clean__honest__seed2026,CICIoT2023_R1,CB-Score,FedAvg,clean,honest,0.4,2026,30,core_12_cell_factorial,1,0.9184033013252917,0.9879795130206734,0.047031027104136945,0.0,0.0,,,0.020062860832434158,,0.8135514825772086,,0.9184033013252917,0.9879795130206734,0.047031027104136945,0.0,0.0,0.0,0.9184033013252917,0.9879795130206734,0.047031027104136945,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROB__CICIoT2023_R1__CB-Score__FedAvg__clean__honest__seed3407,CICIoT2023_R1,CB-Score,FedAvg,clean,honest,0.4,3407,30,core_12_cell_factorial,1,0.8778269193789765,0.986250378177588,0.000891583452211127,0.0,0.0,,,-0.0018648925607934192,,1.026421548680224,,0.8778269193789765,0.986250378177588,0.000891583452211127,0.0,0.0,0.0,0.8778269193789765,0.986250378177588,0.000891583452211127,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROB__CICIoT2023_R1__CB-Score__FedAvg__clean__honest__seed11,CICIoT2023_R1,CB-Score,FedAvg,clean,honest,0.4,11,30,core_12_cell_factorial,1,0.9059458933437136,0.9860031430713995,0.01622681883024251,0.0,0.0,,,0.014171781923233357,,0.9773965445375751,,0.9059458933437136,0.9860031430713995,0.01622681883024251,0.0,0.0,0.0,0.9059458933437136,0.9860031430713995,0.01622681883024251,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROB__CICIoT2023_R1__CB-Score__FedAvg__clean__honest__seed314,CICIoT2023_R1,CB-Score,FedAvg,clean,honest,0.4,314,30,core_12_cell_factorial,1,0.9268170032214976,0.9878955267677968,0.05353958630527817,0.0,0.0,,,0.05318306800296312,,0.9615379746376315,,0.9268170032214976,0.9878955267677968,0.05353958630527817,0.0,0.0,0.0,0.9268170032214976,0.9878955267677968,0.05353958630527817,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROB__CICIoT2023_R1__CB-Score__FedAvg__clean__honest__seed2718,CICIoT2023_R1,CB-Score,FedAvg,clean,honest,0.4,2718,30,core_12_cell_factorial,1,0.9173954833226096,0.9876309746098388,0.04694186875891584,0.0,0.0,,,0.006599812219189164,,0.8734512695980373,,0.9173954833226096,0.9876309746098388,0.04694186875891584,0.0,0.0,0.0,0.9173954833226096,0.9876309746098388,0.04694186875891584,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROB__CICIoT2023_R1__CB-Score__FedAvg__clean__honest__seed9001,CICIoT2023_R1,CB-Score,FedAvg,clean,honest,0.4,9001,30,core_12_cell_factorial,1,0.9188498909379338,0.9879143702929054,0.04734308131241084,0.0,0.0,,,0.011566155953116072,,0.9653370104101865,,0.9188498909379338,0.9879143702929054,0.04734308131241084,0.0,0.0,0.0,0.9188498909379338,0.9879143702929054,0.04734308131241084,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROB__CICIoT2023_R1__CB-Score__FedAvg__clean__honest__seed2027,CICIoT2023_R1,CB-Score,FedAvg,clean,honest,0.4,2027,30,core_12_cell_factorial,1,0.925458011058427,0.9876790424701811,0.05001783166904422,0.0,0.0,,,0.027278231014443884,,0.8409844627542458,,0.925458011058427,0.9876790424701811,0.05001783166904422,0.0,0.0,0.0,0.925458011058427,0.9876790424701811,0.05001783166904422,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROB__CICIoT2023_R1__CB-Score__FedAvg__label-flip__honest__seed42,CICIoT2023_R1,CB-Score,FedAvg,label-flip,honest,0.4,42,30,core_12_cell_factorial,1,0.9143303546517653,0.9828615125038583,0.044846647646219685,0.15277777777777776,0.15021358643646923,-0.20698770353438048,-0.20698770353438048,0.13933417133137202,1.5780821208642994,1.171765478380677,-0.36922770614425343,0.9253154109185238,0.9887521200865584,0.056481811697574894,0.010985056266758497,0.0058906075827001025,-0.011635164051355208,0.9143303546517653,0.9828615125038583,0.044846647646219685,0.15277777777777776,0.15021358643646923,0.0,0.0,0.0,0.0,0.0
ROB__CICIoT2023_R1__CB-Score__FedAvg__label-flip__honest__seed123,CICIoT2023_R1,CB-Score,FedAvg,label-flip,honest,0.4,123,30,core_12_cell_factorial,1,0.9140664267877231,0.9860103010129304,0.043018901569186876,0.058333333333333334,0.05758312202225446,-0.3407737101179266,-0.3407737101179266,0.022343553147604285,1.575120014814041,0.8660115128725381,-0.2748022409621626,0.918118951020635,0.9875743431075205,0.04640691868758916,0.004052524232911914,0.0015640420945900457,-0.003388017118402281,0.9140664267877231,0.9860103010129304,0.043018901569186876,0.058333333333333334,0.05758312202225446,0.0,0.0,0.0,0.0,0.0
ROB__CICIoT2023_R1__CB-Score__FedAvg__label-flip__honest__seed777,CICIoT2023_R1,CB-Score,FedAvg,label-flip,honest,0.4,777,30,core_12_cell_factorial,1,0.9139970841067886,0.9865477008888914,0.047521398002853064,0.1,0.098427542021428,-0.3965988861750734,-0.3965988861750734,0.032666761117937246,1.883850667719152,0.8695677983759931,-0.32266878352998496,0.9200313695667672,0.9877472308892781,0.047922610556348076,0.006034285459978639,0.0011995300003866394,-0.0004012125534950117,0.9139970841067886,0.9865477008888914,0.047521398002853064,0.1,0.098427542021428,0.0,0.0,0.0,0.0,0.0
ROB__CICIoT2023_R1__CB-Score__FedAvg__label-flip__honest__seed2026,CICIoT2023_R1,CB-Score,FedAvg,label-flip,honest,0.4,2026,30,core_12_cell_factorial,1,0.9177253382455695,0.9866044168332889,0.04734308131241084,0.11666666666666667,0.11553562158956128,-0.5693436168238872,-0.5693436168238872,0.0471340675691528,1.8024136678580918,0.9465528259497293,-0.44533538561728264,0.9184033013252917,0.9879795130206734,0.047031027104136945,0.0006779630797222325,0.0013750961873845169,0.00031205420827389724,0.9177253382455695,0.9866044168332889,0.04734308131241084,0.11666666666666667,0.11553562158956128,0.0,0.0,0.0,0.0,0.0
