dataset,seed,beta,method,endpoint,fraction_of_full_final,target_value,reached,round,E2E_broadcast_bytes
CICIDS2017_COVERAGE_R1,11,0.4,Oort-Style-Adapted,PR_AUC,0.95,0.028156436987266383,True,0.0,320432.0
CICIDS2017_COVERAGE_R1,11,0.4,Oracle-Score-Exact,F1,0.9,0.00078935828095305,True,2.0,894774.0
CICIDS2017_COVERAGE_R1,11,0.4,Oracle-Score-Exact,F1,0.95,0.000833211518783775,True,2.0,894774.0
CICIDS2017_COVERAGE_R1,11,0.4,Oracle-Score-Exact,PR_AUC,0.9,0.026674519251094472,True,0.0,320432.0
CICIDS2017_COVERAGE_R1,11,0.4,Oracle-Score-Exact,PR_AUC,0.95,0.028156436987266383,True,0.0,320432.0
CICIDS2017_COVERAGE_R1,11,0.6,Full-Contextual,F1,0.9,0.00078935828095305,True,2.0,2082481.0
CICIDS2017_COVERAGE_R1,11,0.6,Full-Contextual,F1,0.95,0.000833211518783775,True,2.0,2082481.0
CICIDS2017_COVERAGE_R1,11,0.6,Full-Contextual,PR_AUC,0.9,0.026674519251094472,True,0.0,697338.0
CICIDS2017_COVERAGE_R1,11,0.6,Full-Contextual,PR_AUC,0.95,0.028156436987266383,True,0.0,697338.0
CICIDS2017_COVERAGE_R1,11,0.6,Random-Budget,F1,0.9,0.00078935828095305,True,2.0,1332219.0
CICIDS2017_COVERAGE_R1,11,0.6,Random-Budget,F1,0.95,0.000833211518783775,True,2.0,1332219.0
CICIDS2017_COVERAGE_R1,11,0.6,Random-Budget,PR_AUC,0.9,0.026674519251094472,True,0.0,446242.0
CICIDS2017_COVERAGE_R1,11,0.6,Random-Budget,PR_AUC,0.95,0.028156436987266383,True,0.0,446242.0
CICIDS2017_COVERAGE_R1,11,0.6,Cost-Only,F1,0.9,0.00078935828095305,True,2.0,1331382.0
CICIDS2017_COVERAGE_R1,11,0.6,Cost-Only,F1,0.95,0.000833211518783775,True,2.0,1331382.0
CICIDS2017_COVERAGE_R1,11,0.6,Cost-Only,PR_AUC,0.9,0.026674519251094472,True,0.0,446187.0
CICIDS2017_COVERAGE_R1,11,0.6,Cost-Only,PR_AUC,0.95,0.028156436987266383,True,0.0,446187.0
CICIDS2017_COVERAGE_R1,11,0.6,Utility-Only,F1,0.9,0.00078935828095305,True,4.0,1221081.0
CICIDS2017_COVERAGE_R1,11,0.6,Utility-Only,F1,0.95,0.000833211518783775,True,4.0,1221081.0
CICIDS2017_COVERAGE_R1,11,0.6,Utility-Only,PR_AUC,0.9,0.026674519251094472,True,0.0,446319.0
CICIDS2017_COVERAGE_R1,11,0.6,Utility-Only,PR_AUC,0.95,0.028156436987266383,True,0.0,446319.0
CICIDS2017_COVERAGE_R1,11,0.6,Utility-Cost-Ratio,F1,0.9,0.00078935828095305,True,4.0,1221081.0
CICIDS2017_COVERAGE_R1,11,0.6,Utility-Cost-Ratio,F1,0.95,0.000833211518783775,True,4.0,1221081.0
CICIDS2017_COVERAGE_R1,11,0.6,Utility-Cost-Ratio,PR_AUC,0.9,0.026674519251094472,True,0.0,446319.0
CICIDS2017_COVERAGE_R1,11,0.6,Utility-Cost-Ratio,PR_AUC,0.95,0.028156436987266383,True,0.0,446319.0
CICIDS2017_COVERAGE_R1,11,0.6,CB-Score,F1,0.9,0.00078935828095305,True,2.0,1145109.0
CICIDS2017_COVERAGE_R1,11,0.6,CB-Score,F1,0.95,0.000833211518783775,True,2.0,1145109.0
CICIDS2017_COVERAGE_R1,11,0.6,CB-Score,PR_AUC,0.9,0.026674519251094472,True,0.0,446319.0
CICIDS2017_COVERAGE_R1,11,0.6,CB-Score,PR_AUC,0.95,0.028156436987266383,True,0.0,446319.0
CICIDS2017_COVERAGE_R1,11,0.6,Historical-DoubleCost,F1,0.9,0.00078935828095305,True,2.0,1145109.0
CICIDS2017_COVERAGE_R1,11,0.6,Historical-DoubleCost,F1,0.95,0.000833211518783775,True,2.0,1145109.0
CICIDS2017_COVERAGE_R1,11,0.6,Historical-DoubleCost,PR_AUC,0.9,0.026674519251094472,True,0.0,446319.0
CICIDS2017_COVERAGE_R1,11,0.6,Historical-DoubleCost,PR_AUC,0.95,0.028156436987266383,True,0.0,446319.0
CICIDS2017_COVERAGE_R1,11,0.6,Oort-Style-Adapted,F1,0.9,0.00078935828095305,True,4.0,1221081.0
CICIDS2017_COVERAGE_R1,11,0.6,Oort-Style-Adapted,F1,0.95,0.000833211518783775,True,4.0,1221081.0
CICIDS2017_COVERAGE_R1,11,0.6,Oort-Style-Adapted,PR_AUC,0.9,0.026674519251094472,True,0.0,446319.0
CICIDS2017_COVERAGE_R1,11,0.6,Oort-Style-Adapted,PR_AUC,0.95,0.028156436987266383,True,0.0,446319.0
CICIDS2017_COVERAGE_R1,11,0.6,Oracle-Score-Exact,F1,0.9,0.00078935828095305,True,2.0,1145109.0
CICIDS2017_COVERAGE_R1,11,0.6,Oracle-Score-Exact,F1,0.95,0.000833211518783775,True,2.0,1145109.0
CICIDS2017_COVERAGE_R1,11,0.6,Oracle-Score-Exact,PR_AUC,0.9,0.026674519251094472,True,0.0,446319.0
CICIDS2017_COVERAGE_R1,11,0.6,Oracle-Score-Exact,PR_AUC,0.95,0.028156436987266383,True,0.0,446319.0
CICIDS2017_COVERAGE_R1,11,0.8,Full-Contextual,F1,0.9,0.00078935828095305,True,2.0,2082481.0
CICIDS2017_COVERAGE_R1,11,0.8,Full-Contextual,F1,0.95,0.000833211518783775,True,2.0,2082481.0
CICIDS2017_COVERAGE_R1,11,0.8,Full-Contextual,PR_AUC,0.9,0.026674519251094472,True,0.0,697338.0
CICIDS2017_COVERAGE_R1,11,0.8,Full-Contextual,PR_AUC,0.95,0.028156436987266383,True,0.0,697338.0
CICIDS2017_COVERAGE_R1,11,0.8,Random-Budget,F1,0.9,0.00078935828095305,True,2.0,1583490.0
CICIDS2017_COVERAGE_R1,11,0.8,Random-Budget,F1,0.95,0.000833211518783775,True,2.0,1583490.0
CICIDS2017_COVERAGE_R1,11,0.8,Random-Budget,PR_AUC,0.9,0.026674519251094472,True,0.0,509295.0
CICIDS2017_COVERAGE_R1,11,0.8,Random-Budget,PR_AUC,0.95,0.028156436987266383,True,0.0,509295.0
CICIDS2017_COVERAGE_R1,11,0.8,Cost-Only,F1,0.9,0.00078935828095305,True,2.0,1645533.0
CICIDS2017_COVERAGE_R1,11,0.8,Cost-Only,F1,0.95,0.000833211518783775,True,3.0,2211367.0
CICIDS2017_COVERAGE_R1,11,0.8,Cost-Only,PR_AUC,0.9,0.026674519251094472,True,0.0,509251.0
CICIDS2017_COVERAGE_R1,11,0.8,Cost-Only,PR_AUC,0.95,0.028156436987266383,True,0.0,509251.0
CICIDS2017_COVERAGE_R1,11,0.8,Utility-Only,F1,0.9,0.00078935828095305,True,2.0,1209699.0
CICIDS2017_COVERAGE_R1,11,0.8,Utility-Only,F1,0.95,0.000833211518783775,True,2.0,1209699.0
CICIDS2017_COVERAGE_R1,11,0.8,Utility-Only,PR_AUC,0.9,0.026674519251094472,True,0.0,509618.0
CICIDS2017_COVERAGE_R1,11,0.8,Utility-Only,PR_AUC,0.95,0.028156436987266383,True,0.0,509618.0
CICIDS2017_COVERAGE_R1,11,0.8,Utility-Cost-Ratio,F1,0.9,0.00078935828095305,True,2.0,1209699.0
CICIDS2017_COVERAGE_R1,11,0.8,Utility-Cost-Ratio,F1,0.95,0.000833211518783775,True,2.0,1209699.0
CICIDS2017_COVERAGE_R1,11,0.8,Utility-Cost-Ratio,PR_AUC,0.9,0.026674519251094472,True,0.0,509618.0
CICIDS2017_COVERAGE_R1,11,0.8,Utility-Cost-Ratio,PR_AUC,0.95,0.028156436987266383,True,0.0,509618.0
CICIDS2017_COVERAGE_R1,11,0.8,CB-Score,F1,0.9,0.00078935828095305,True,3.0,1776439.0
CICIDS2017_COVERAGE_R1,11,0.8,CB-Score,F1,0.95,0.000833211518783775,True,3.0,1776439.0
CICIDS2017_COVERAGE_R1,11,0.8,CB-Score,PR_AUC,0.9,0.026674519251094472,True,0.0,509449.0
CICIDS2017_COVERAGE_R1,11,0.8,CB-Score,PR_AUC,0.95,0.028156436987266383,True,0.0,509449.0
CICIDS2017_COVERAGE_R1,11,0.8,Historical-DoubleCost,F1,0.9,0.00078935828095305,True,3.0,1776439.0
CICIDS2017_COVERAGE_R1,11,0.8,Historical-DoubleCost,F1,0.95,0.000833211518783775,True,3.0,1776439.0
CICIDS2017_COVERAGE_R1,11,0.8,Historical-DoubleCost,PR_AUC,0.9,0.026674519251094472,True,0.0,509449.0
CICIDS2017_COVERAGE_R1,11,0.8,Historical-DoubleCost,PR_AUC,0.95,0.028156436987266383,True,0.0,509449.0
CICIDS2017_COVERAGE_R1,11,0.8,Oort-Style-Adapted,F1,0.9,0.00078935828095305,True,2.0,1209223.0
CICIDS2017_COVERAGE_R1,11,0.8,Oort-Style-Adapted,F1,0.95,0.000833211518783775,True,2.0,1209223.0
CICIDS2017_COVERAGE_R1,11,0.8,Oort-Style-Adapted,PR_AUC,0.9,0.026674519251094472,True,0.0,509848.0
CICIDS2017_COVERAGE_R1,11,0.8,Oort-Style-Adapted,PR_AUC,0.95,0.028156436987266383,True,0.0,509848.0
CICIDS2017_COVERAGE_R1,11,0.8,Oracle-Score-Exact,F1,0.9,0.00078935828095305,True,3.0,1776439.0
CICIDS2017_COVERAGE_R1,11,0.8,Oracle-Score-Exact,F1,0.95,0.000833211518783775,True,3.0,1776439.0
CICIDS2017_COVERAGE_R1,11,0.8,Oracle-Score-Exact,PR_AUC,0.9,0.026674519251094472,True,0.0,509449.0
CICIDS2017_COVERAGE_R1,11,0.8,Oracle-Score-Exact,PR_AUC,0.95,0.028156436987266383,True,0.0,509449.0
CICIDS2017_COVERAGE_R1,11,1.0,Full-Contextual,F1,0.9,0.00078935828095305,True,2.0,2082481.0
CICIDS2017_COVERAGE_R1,11,1.0,Full-Contextual,F1,0.95,0.000833211518783775,True,2.0,2082481.0
CICIDS2017_COVERAGE_R1,11,1.0,Full-Contextual,PR_AUC,0.9,0.026674519251094472,True,0.0,697338.0
CICIDS2017_COVERAGE_R1,11,1.0,Full-Contextual,PR_AUC,0.95,0.028156436987266383,True,0.0,697338.0
CICIDS2017_COVERAGE_R1,11,1.0,Random-Budget,F1,0.9,0.00078935828095305,True,2.0,1898394.0
CICIDS2017_COVERAGE_R1,11,1.0,Random-Budget,F1,0.95,0.000833211518783775,True,2.0,1898394.0
CICIDS2017_COVERAGE_R1,11,1.0,Random-Budget,PR_AUC,0.9,0.026674519251094472,True,0.0,635387.0
CICIDS2017_COVERAGE_R1,11,1.0,Random-Budget,PR_AUC,0.95,0.028156436987266383,True,0.0,635387.0
CICIDS2017_COVERAGE_R1,11,1.0,Cost-Only,F1,0.9,0.00078935828095305,True,2.0,1898634.0
CICIDS2017_COVERAGE_R1,11,1.0,Cost-Only,F1,0.95,0.000833211518783775,True,2.0,1898634.0
CICIDS2017_COVERAGE_R1,11,1.0,Cost-Only,PR_AUC,0.9,0.026674519251094472,True,0.0,635467.0
CICIDS2017_COVERAGE_R1,11,1.0,Cost-Only,PR_AUC,0.95,0.028156436987266383,True,0.0,635467.0
CICIDS2017_COVERAGE_R1,11,1.0,Utility-Only,F1,0.9,0.00078935828095305,True,1.0,1018141.0
CICIDS2017_COVERAGE_R1,11,1.0,Utility-Only,F1,0.95,0.000833211518783775,True,1.0,1018141.0
CICIDS2017_COVERAGE_R1,11,1.0,Utility-Only,PR_AUC,0.9,0.026674519251094472,True,0.0,635467.0
CICIDS2017_COVERAGE_R1,11,1.0,Utility-Only,PR_AUC,0.95,0.028156436987266383,True,0.0,635467.0
CICIDS2017_COVERAGE_R1,11,1.0,Utility-Cost-Ratio,F1,0.9,0.00078935828095305,True,1.0,1018141.0
CICIDS2017_COVERAGE_R1,11,1.0,Utility-Cost-Ratio,F1,0.95,0.000833211518783775,True,1.0,1018141.0
CICIDS2017_COVERAGE_R1,11,1.0,Utility-Cost-Ratio,PR_AUC,0.9,0.026674519251094472,True,0.0,635467.0
CICIDS2017_COVERAGE_R1,11,1.0,Utility-Cost-Ratio,PR_AUC,0.95,0.028156436987266383,True,0.0,635467.0
CICIDS2017_COVERAGE_R1,11,1.0,CB-Score,F1,0.9,0.00078935828095305,True,2.0,1522574.0
CICIDS2017_COVERAGE_R1,11,1.0,CB-Score,F1,0.95,0.000833211518783775,True,2.0,1522574.0
CICIDS2017_COVERAGE_R1,11,1.0,CB-Score,PR_AUC,0.9,0.026674519251094472,True,0.0,635467.0
CICIDS2017_COVERAGE_R1,11,1.0,CB-Score,PR_AUC,0.95,0.028156436987266383,True,0.0,635467.0
CICIDS2017_COVERAGE_R1,11,1.0,Historical-DoubleCost,F1,0.9,0.00078935828095305,True,2.0,1522574.0
CICIDS2017_COVERAGE_R1,11,1.0,Historical-DoubleCost,F1,0.95,0.000833211518783775,True,2.0,1522574.0
CICIDS2017_COVERAGE_R1,11,1.0,Historical-DoubleCost,PR_AUC,0.9,0.026674519251094472,True,0.0,635467.0
CICIDS2017_COVERAGE_R1,11,1.0,Historical-DoubleCost,PR_AUC,0.95,0.028156436987266383,True,0.0,635467.0
CICIDS2017_COVERAGE_R1,11,1.0,Oort-Style-Adapted,F1,0.9,0.00078935828095305,True,1.0,1018141.0
CICIDS2017_COVERAGE_R1,11,1.0,Oort-Style-Adapted,F1,0.95,0.000833211518783775,True,1.0,1018141.0
CICIDS2017_COVERAGE_R1,11,1.0,Oort-Style-Adapted,PR_AUC,0.9,0.026674519251094472,True,0.0,635467.0
CICIDS2017_COVERAGE_R1,11,1.0,Oort-Style-Adapted,PR_AUC,0.95,0.028156436987266383,True,0.0,635467.0
CICIDS2017_COVERAGE_R1,11,1.0,Oracle-Score-Exact,F1,0.9,0.00078935828095305,True,2.0,1522574.0
CICIDS2017_COVERAGE_R1,11,1.0,Oracle-Score-Exact,F1,0.95,0.000833211518783775,True,2.0,1522574.0
CICIDS2017_COVERAGE_R1,11,1.0,Oracle-Score-Exact,PR_AUC,0.9,0.026674519251094472,True,0.0,635467.0
CICIDS2017_COVERAGE_R1,11,1.0,Oracle-Score-Exact,PR_AUC,0.95,0.028156436987266383,True,0.0,635467.0
CICIDS2017_COVERAGE_R1,314,0.1,Full-Contextual,F1,0.9,0.0,True,0.0,697894.0
CICIDS2017_COVERAGE_R1,314,0.1,Full-Contextual,F1,0.95,0.0,True,0.0,697894.0
CICIDS2017_COVERAGE_R1,314,0.1,Full-Contextual,PR_AUC,0.9,0.03217909436021601,True,0.0,697894.0
CICIDS2017_COVERAGE_R1,314,0.1,Full-Contextual,PR_AUC,0.95,0.03396682182467245,True,0.0,697894.0
CICIDS2017_COVERAGE_R1,314,0.1,Random-Budget,F1,0.9,0.0,True,0.0,131453.0
CICIDS2017_COVERAGE_R1,314,0.1,Random-Budget,F1,0.95,0.0,True,0.0,131453.0
CICIDS2017_COVERAGE_R1,314,0.1,Random-Budget,PR_AUC,0.9,0.03217909436021601,True,0.0,131453.0
CICIDS2017_COVERAGE_R1,314,0.1,Random-Budget,PR_AUC,0.95,0.03396682182467245,True,0.0,131453.0
CICIDS2017_COVERAGE_R1,314,0.1,Cost-Only,F1,0.9,0.0,True,0.0,131283.0
CICIDS2017_COVERAGE_R1,314,0.1,Cost-Only,F1,0.95,0.0,True,0.0,131283.0
CICIDS2017_COVERAGE_R1,314,0.1,Cost-Only,PR_AUC,0.9,0.03217909436021601,True,0.0,131283.0
CICIDS2017_COVERAGE_R1,314,0.1,Cost-Only,PR_AUC,0.95,0.03396682182467245,True,0.0,131283.0
CICIDS2017_COVERAGE_R1,314,0.1,Utility-Only,F1,0.9,0.0,True,0.0,131533.0
CICIDS2017_COVERAGE_R1,314,0.1,Utility-Only,F1,0.95,0.0,True,0.0,131533.0
CICIDS2017_COVERAGE_R1,314,0.1,Utility-Only,PR_AUC,0.9,0.03217909436021601,True,0.0,131533.0
CICIDS2017_COVERAGE_R1,314,0.1,Utility-Only,PR_AUC,0.95,0.03396682182467245,True,0.0,131533.0
CICIDS2017_COVERAGE_R1,314,0.1,Utility-Cost-Ratio,F1,0.9,0.0,True,0.0,131533.0
CICIDS2017_COVERAGE_R1,314,0.1,Utility-Cost-Ratio,F1,0.95,0.0,True,0.0,131533.0
CICIDS2017_COVERAGE_R1,314,0.1,Utility-Cost-Ratio,PR_AUC,0.9,0.03217909436021601,True,0.0,131533.0
CICIDS2017_COVERAGE_R1,314,0.1,Utility-Cost-Ratio,PR_AUC,0.95,0.03396682182467245,True,0.0,131533.0
CICIDS2017_COVERAGE_R1,314,0.1,CB-Score,F1,0.9,0.0,True,0.0,131533.0
CICIDS2017_COVERAGE_R1,314,0.1,CB-Score,F1,0.95,0.0,True,0.0,131533.0
CICIDS2017_COVERAGE_R1,314,0.1,CB-Score,PR_AUC,0.9,0.03217909436021601,True,0.0,131533.0
CICIDS2017_COVERAGE_R1,314,0.1,CB-Score,PR_AUC,0.95,0.03396682182467245,True,0.0,131533.0
CICIDS2017_COVERAGE_R1,314,0.1,Historical-DoubleCost,F1,0.9,0.0,True,0.0,131533.0
CICIDS2017_COVERAGE_R1,314,0.1,Historical-DoubleCost,F1,0.95,0.0,True,0.0,131533.0
CICIDS2017_COVERAGE_R1,314,0.1,Historical-DoubleCost,PR_AUC,0.9,0.03217909436021601,True,0.0,131533.0
CICIDS2017_COVERAGE_R1,314,0.1,Historical-DoubleCost,PR_AUC,0.95,0.03396682182467245,True,0.0,131533.0
CICIDS2017_COVERAGE_R1,314,0.1,Oort-Style-Adapted,F1,0.9,0.0,True,0.0,131533.0
CICIDS2017_COVERAGE_R1,314,0.1,Oort-Style-Adapted,F1,0.95,0.0,True,0.0,131533.0
CICIDS2017_COVERAGE_R1,314,0.1,Oort-Style-Adapted,PR_AUC,0.9,0.03217909436021601,True,0.0,131533.0
CICIDS2017_COVERAGE_R1,314,0.1,Oort-Style-Adapted,PR_AUC,0.95,0.03396682182467245,True,0.0,131533.0
CICIDS2017_COVERAGE_R1,314,0.1,Oracle-Score-Exact,F1,0.9,0.0,True,0.0,131533.0
CICIDS2017_COVERAGE_R1,314,0.1,Oracle-Score-Exact,F1,0.95,0.0,True,0.0,131533.0
CICIDS2017_COVERAGE_R1,314,0.1,Oracle-Score-Exact,PR_AUC,0.9,0.03217909436021601,True,0.0,131533.0
CICIDS2017_COVERAGE_R1,314,0.1,Oracle-Score-Exact,PR_AUC,0.95,0.03396682182467245,True,0.0,131533.0
CICIDS2017_COVERAGE_R1,314,0.2,Full-Contextual,F1,0.9,0.0,True,0.0,697894.0
CICIDS2017_COVERAGE_R1,314,0.2,Full-Contextual,F1,0.95,0.0,True,0.0,697894.0
CICIDS2017_COVERAGE_R1,314,0.2,Full-Contextual,PR_AUC,0.9,0.03217909436021601,True,0.0,697894.0
CICIDS2017_COVERAGE_R1,314,0.2,Full-Contextual,PR_AUC,0.95,0.03396682182467245,True,0.0,697894.0
CICIDS2017_COVERAGE_R1,314,0.2,Random-Budget,F1,0.9,0.0,True,0.0,194390.0
CICIDS2017_COVERAGE_R1,314,0.2,Random-Budget,F1,0.95,0.0,True,0.0,194390.0
CICIDS2017_COVERAGE_R1,314,0.2,Random-Budget,PR_AUC,0.9,0.03217909436021601,True,1.0,389019.0
CICIDS2017_COVERAGE_R1,314,0.2,Random-Budget,PR_AUC,0.95,0.03396682182467245,True,1.0,389019.0
CICIDS2017_COVERAGE_R1,314,0.2,Cost-Only,F1,0.9,0.0,True,0.0,194130.0
CICIDS2017_COVERAGE_R1,314,0.2,Cost-Only,F1,0.95,0.0,True,0.0,194130.0
CICIDS2017_COVERAGE_R1,314,0.2,Cost-Only,PR_AUC,0.9,0.03217909436021601,True,0.0,194130.0
CICIDS2017_COVERAGE_R1,314,0.2,Cost-Only,PR_AUC,0.95,0.03396682182467245,True,0.0,194130.0
CICIDS2017_COVERAGE_R1,314,0.2,Utility-Only,F1,0.9,0.0,True,0.0,194467.0
CICIDS2017_COVERAGE_R1,314,0.2,Utility-Only,F1,0.95,0.0,True,0.0,194467.0
CICIDS2017_COVERAGE_R1,314,0.2,Utility-Only,PR_AUC,0.9,0.03217909436021601,True,0.0,194467.0
CICIDS2017_COVERAGE_R1,314,0.2,Utility-Only,PR_AUC,0.95,0.03396682182467245,True,0.0,194467.0
CICIDS2017_COVERAGE_R1,314,0.2,Utility-Cost-Ratio,F1,0.9,0.0,True,0.0,194467.0
CICIDS2017_COVERAGE_R1,314,0.2,Utility-Cost-Ratio,F1,0.95,0.0,True,0.0,194467.0
CICIDS2017_COVERAGE_R1,314,0.2,Utility-Cost-Ratio,PR_AUC,0.9,0.03217909436021601,True,0.0,194467.0
CICIDS2017_COVERAGE_R1,314,0.2,Utility-Cost-Ratio,PR_AUC,0.95,0.03396682182467245,True,0.0,194467.0
CICIDS2017_COVERAGE_R1,314,0.2,CB-Score,F1,0.9,0.0,True,0.0,194467.0
CICIDS2017_COVERAGE_R1,314,0.2,CB-Score,F1,0.95,0.0,True,0.0,194467.0
CICIDS2017_COVERAGE_R1,314,0.2,CB-Score,PR_AUC,0.9,0.03217909436021601,True,0.0,194467.0
CICIDS2017_COVERAGE_R1,314,0.2,CB-Score,PR_AUC,0.95,0.03396682182467245,True,0.0,194467.0
CICIDS2017_COVERAGE_R1,314,0.2,Historical-DoubleCost,F1,0.9,0.0,True,0.0,194467.0
CICIDS2017_COVERAGE_R1,314,0.2,Historical-DoubleCost,F1,0.95,0.0,True,0.0,194467.0
CICIDS2017_COVERAGE_R1,314,0.2,Historical-DoubleCost,PR_AUC,0.9,0.03217909436021601,True,0.0,194467.0
CICIDS2017_COVERAGE_R1,314,0.2,Historical-DoubleCost,PR_AUC,0.95,0.03396682182467245,True,0.0,194467.0
CICIDS2017_COVERAGE_R1,314,0.2,Oort-Style-Adapted,F1,0.9,0.0,True,0.0,194467.0
CICIDS2017_COVERAGE_R1,314,0.2,Oort-Style-Adapted,F1,0.95,0.0,True,0.0,194467.0
CICIDS2017_COVERAGE_R1,314,0.2,Oort-Style-Adapted,PR_AUC,0.9,0.03217909436021601,True,0.0,194467.0
CICIDS2017_COVERAGE_R1,314,0.2,Oort-Style-Adapted,PR_AUC,0.95,0.03396682182467245,True,0.0,194467.0
CICIDS2017_COVERAGE_R1,314,0.2,Oracle-Score-Exact,F1,0.9,0.0,True,0.0,194467.0
CICIDS2017_COVERAGE_R1,314,0.2,Oracle-Score-Exact,F1,0.95,0.0,True,0.0,194467.0
CICIDS2017_COVERAGE_R1,314,0.2,Oracle-Score-Exact,PR_AUC,0.9,0.03217909436021601,True,0.0,194467.0
CICIDS2017_COVERAGE_R1,314,0.2,Oracle-Score-Exact,PR_AUC,0.95,0.03396682182467245,True,0.0,194467.0
CICIDS2017_COVERAGE_R1,314,0.4,Full-Contextual,F1,0.9,0.0,True,0.0,697894.0
CICIDS2017_COVERAGE_R1,314,0.4,Full-Contextual,F1,0.95,0.0,True,0.0,697894.0
CICIDS2017_COVERAGE_R1,314,0.4,Full-Contextual,PR_AUC,0.9,0.03217909436021601,True,0.0,697894.0
CICIDS2017_COVERAGE_R1,314,0.4,Full-Contextual,PR_AUC,0.95,0.03396682182467245,True,0.0,697894.0
CICIDS2017_COVERAGE_R1,314,0.4,Random-Budget,F1,0.9,0.0,True,0.0,257827.0
CICIDS2017_COVERAGE_R1,314,0.4,Random-Budget,F1,0.95,0.0,True,0.0,257827.0
CICIDS2017_COVERAGE_R1,314,0.4,Random-Budget,PR_AUC,0.9,0.03217909436021601,True,1.0,516078.0
CICIDS2017_COVERAGE_R1,314,0.4,Random-Budget,PR_AUC,0.95,0.03396682182467245,True,1.0,516078.0
CICIDS2017_COVERAGE_R1,314,0.4,Cost-Only,F1,0.9,0.0,True,0.0,320058.0
CICIDS2017_COVERAGE_R1,314,0.4,Cost-Only,F1,0.95,0.0,True,0.0,320058.0
CICIDS2017_COVERAGE_R1,314,0.4,Cost-Only,PR_AUC,0.9,0.03217909436021601,True,0.0,320058.0
CICIDS2017_COVERAGE_R1,314,0.4,Cost-Only,PR_AUC,0.95,0.03396682182467245,True,0.0,320058.0
CICIDS2017_COVERAGE_R1,314,0.4,Utility-Only,F1,0.9,0.0,True,0.0,320395.0
CICIDS2017_COVERAGE_R1,314,0.4,Utility-Only,F1,0.95,0.0,True,0.0,320395.0
CICIDS2017_COVERAGE_R1,314,0.4,Utility-Only,PR_AUC,0.9,0.03217909436021601,True,0.0,320395.0
CICIDS2017_COVERAGE_R1,314,0.4,Utility-Only,PR_AUC,0.95,0.03396682182467245,True,0.0,320395.0
CICIDS2017_COVERAGE_R1,314,0.4,Utility-Cost-Ratio,F1,0.9,0.0,True,0.0,320395.0
CICIDS2017_COVERAGE_R1,314,0.4,Utility-Cost-Ratio,F1,0.95,0.0,True,0.0,320395.0
CICIDS2017_COVERAGE_R1,314,0.4,Utility-Cost-Ratio,PR_AUC,0.9,0.03217909436021601,True,0.0,320395.0
CICIDS2017_COVERAGE_R1,314,0.4,Utility-Cost-Ratio,PR_AUC,0.95,0.03396682182467245,True,0.0,320395.0
CICIDS2017_COVERAGE_R1,314,0.4,CB-Score,F1,0.9,0.0,True,0.0,320395.0
CICIDS2017_COVERAGE_R1,314,0.4,CB-Score,F1,0.95,0.0,True,0.0,320395.0
CICIDS2017_COVERAGE_R1,314,0.4,CB-Score,PR_AUC,0.9,0.03217909436021601,True,0.0,320395.0
CICIDS2017_COVERAGE_R1,314,0.4,CB-Score,PR_AUC,0.95,0.03396682182467245,True,0.0,320395.0
CICIDS2017_COVERAGE_R1,314,0.4,Historical-DoubleCost,F1,0.9,0.0,True,0.0,320395.0
CICIDS2017_COVERAGE_R1,314,0.4,Historical-DoubleCost,F1,0.95,0.0,True,0.0,320395.0
CICIDS2017_COVERAGE_R1,314,0.4,Historical-DoubleCost,PR_AUC,0.9,0.03217909436021601,True,0.0,320395.0
CICIDS2017_COVERAGE_R1,314,0.4,Historical-DoubleCost,PR_AUC,0.95,0.03396682182467245,True,0.0,320395.0
CICIDS2017_COVERAGE_R1,314,0.4,Oort-Style-Adapted,F1,0.9,0.0,True,0.0,320395.0
CICIDS2017_COVERAGE_R1,314,0.4,Oort-Style-Adapted,F1,0.95,0.0,True,0.0,320395.0
CICIDS2017_COVERAGE_R1,314,0.4,Oort-Style-Adapted,PR_AUC,0.9,0.03217909436021601,True,0.0,320395.0
CICIDS2017_COVERAGE_R1,314,0.4,Oort-Style-Adapted,PR_AUC,0.95,0.03396682182467245,True,0.0,320395.0
CICIDS2017_COVERAGE_R1,314,0.4,Oracle-Score-Exact,F1,0.9,0.0,True,0.0,320395.0
CICIDS2017_COVERAGE_R1,314,0.4,Oracle-Score-Exact,F1,0.95,0.0,True,0.0,320395.0
CICIDS2017_COVERAGE_R1,314,0.4,Oracle-Score-Exact,PR_AUC,0.9,0.03217909436021601,True,0.0,320395.0
CICIDS2017_COVERAGE_R1,314,0.4,Oracle-Score-Exact,PR_AUC,0.95,0.03396682182467245,True,0.0,320395.0
CICIDS2017_COVERAGE_R1,314,0.6,Full-Contextual,F1,0.9,0.0,True,0.0,697894.0
CICIDS2017_COVERAGE_R1,314,0.6,Full-Contextual,F1,0.95,0.0,True,0.0,697894.0
CICIDS2017_COVERAGE_R1,314,0.6,Full-Contextual,PR_AUC,0.9,0.03217909436021601,True,0.0,697894.0
CICIDS2017_COVERAGE_R1,314,0.6,Full-Contextual,PR_AUC,0.95,0.03396682182467245,True,0.0,697894.0
CICIDS2017_COVERAGE_R1,314,0.6,Random-Budget,F1,0.9,0.0,True,0.0,446559.0
CICIDS2017_COVERAGE_R1,314,0.6,Random-Budget,F1,0.95,0.0,True,0.0,446559.0
