dataset,method,beta,proxy,round_observations,seeds_with_defined_correlation,pooled_pearson_r,pooled_pearson_p,pooled_spearman_rho,pooled_spearman_p,mean_seed_pearson_r,seed_pearson_ci_low,seed_pearson_ci_high,mean_seed_spearman_rho,seed_spearman_ci_low,seed_spearman_ci_high,interpretation_boundary
CICIDS2017_COVERAGE_R1,Random-Budget,0.6,proxy_mean,300,10,0.5430732505299157,2.055654045383108e-24,0.5381917746605603,6.300857837390855e-24,0.6082786454016257,0.46176942760320533,0.7475054213615824,0.5607433353722567,0.41296630609662005,0.6841256842631092,descriptive proxy-validity diagnostic; actual gain is post-aggregation validation J gain at threshold 0.5
CICIDS2017_COVERAGE_R1,Random-Budget,0.8,proxy_sum,300,10,0.5143508669517142,1.1616959486593746e-21,0.4872081342246204,2.7342527774104203e-19,0.6199417153148566,0.4596902391879576,0.7661359061750073,0.44905764831258904,0.2717010624996576,0.5804485597187898,descriptive proxy-validity diagnostic; actual gain is post-aggregation validation J gain at threshold 0.5
CICIDS2017_COVERAGE_R1,Random-Budget,0.8,proxy_mean,300,10,0.5282012206346641,5.897524564684777e-23,0.49266330655488766,9.483599278057931e-20,0.6191200509545405,0.4556838386833362,0.7676136276808541,0.45519778424081714,0.2741494752317097,0.5923926585094548,descriptive proxy-validity diagnostic; actual gain is post-aggregation validation J gain at threshold 0.5
CICIDS2017_COVERAGE_R1,Random-Budget,1.0,proxy_sum,300,10,0.4732413454725517,3.779688327806649e-18,0.25026161419240056,1.151551809167002e-05,0.579597662340575,0.40792109404692384,0.7443499646268178,0.2984366798188826,0.1369272869098676,0.46511729367707594,descriptive proxy-validity diagnostic; actual gain is post-aggregation validation J gain at threshold 0.5
CICIDS2017_COVERAGE_R1,Random-Budget,1.0,proxy_mean,300,10,0.4811777820236883,8.62422197591438e-19,0.25378565569777906,8.570224360301758e-06,0.579597662340575,0.40969599057388006,0.7478698816679645,0.2984366798188826,0.13851919340183677,0.47152463110068327,descriptive proxy-validity diagnostic; actual gain is post-aggregation validation J gain at threshold 0.5
CICIDS2017_COVERAGE_R1,Utility-Cost-Ratio,0.1,proxy_sum,300,10,-0.26101300825603035,4.61273908276666e-06,-0.04045569952440002,0.48513100400198095,0.01092929854730462,-0.2882580920367062,0.2860382397171939,-0.06677129943500708,-0.29262954195720436,0.1355254317415896,descriptive proxy-validity diagnostic; actual gain is post-aggregation validation J gain at threshold 0.5
CICIDS2017_COVERAGE_R1,Utility-Cost-Ratio,0.1,proxy_mean,300,10,-0.26101300825603035,4.61273908276666e-06,-0.04045569952440002,0.48513100400198095,0.01092929854730462,-0.28760958926772356,0.28945922078258757,-0.06677129943500708,-0.28576026070126936,0.13060567780084978,descriptive proxy-validity diagnostic; actual gain is post-aggregation validation J gain at threshold 0.5
CICIDS2017_COVERAGE_R1,Utility-Cost-Ratio,0.2,proxy_sum,300,10,-0.3471284025813034,6.386493347626452e-10,-0.2548559514768086,7.828075533946646e-06,-0.28161647413471597,-0.5208778073234375,-0.01100238387059905,-0.16621197532459103,-0.41401839934073664,0.11548536355117048,descriptive proxy-validity diagnostic; actual gain is post-aggregation validation J gain at threshold 0.5
CICIDS2017_COVERAGE_R1,Utility-Cost-Ratio,0.2,proxy_mean,300,10,-0.3114562493854129,3.5943389141432553e-08,-0.20673933130701852,0.0003122692083140125,-0.22540019809722298,-0.4909519555863769,0.07511878778499892,-0.10914280207691485,-0.34804142046029096,0.14901040170107574,descriptive proxy-validity diagnostic; actual gain is post-aggregation validation J gain at threshold 0.5
CICIDS2017_COVERAGE_R1,Utility-Cost-Ratio,0.4,proxy_sum,300,10,-0.12245500655211165,0.03399645963825516,0.12744997487034387,0.02729369285505099,-0.0002830406472947744,-0.2475540885155461,0.26183137462104344,0.12365619409713058,-0.08881219745235684,0.31726487914800366,descriptive proxy-validity diagnostic; actual gain is post-aggregation validation J gain at threshold 0.5
